timesteps,reward,rewD_sum,rewN_sum,rewP_sum,MD_sum,N_sum
2048,13.501911699999999,0.0,0.0,17.5138048997,0.0,0.0
4096,14.240433999999999,0.0,0.0,18.699953966,0.0,0.0
6144,13.2977819,0.0,0.0,17.421635494,0.0,0.0
8192,5.5303726,0.0,0.0,7.328835563000001,0.0,0.0
10240,6.4953947,0.0,0.0,8.5844262114,0.0,0.0
12288,9.4542742,0.0,0.0,12.437896995000001,0.0,0.0
14336,12.9205638,0.0,0.0,16.983870037,0.0,0.0
16384,7.708640399999998,0.0,0.0,9.763541244999999,0.0,0.0
18432,7.2785630999999995,0.0,0.0,9.6946906158,0.0,0.0
timesteps,reward,rewD_sum,rewN_sum,rewP_sum,MD_sum,N_sum
2048,14.519570500000004,0.0,0.0,18.3102357487,0.0,0.0
4096,5.4578733999999995,0.0,0.0,7.074061309000001,0.0,0.0
6144,9.321524199999999,0.0,0.0,11.685413578,0.0,0.0
8192,9.369496799999999,0.0,0.0,11.861231655,0.0,0.0
10240,5.7732124,0.0,0.0,7.665349600000002,0.0,0.0
12288,13.5086242,0.0,0.0,16.854137799,0.0,0.0
14336,10.0646953,0.0,0.0,12.840634968,0.0,0.0
16384,9.973980599999999,0.0,0.0,12.4124295727,0.0,0.0
18432,9.7224024,0.0,0.0,12.4965563588,0.0,0.0
20480,6.1201623,0.0,0.0,7.759892540000001,0.0,0.0
22528,7.713363599999999,0.0,0.0,9.9718604354,0.0,0.0
24576,5.548700200000001,0.0,0.0,7.000692373,0.0,0.0
26624,9.977461299999998,0.0,0.0,12.818539934699999,0.0,0.0
28672,13.952561,0.0,0.0,17.595750168000002,0.0,0.0
30720,11.616189000000002,0.0,0.0,15.11787901,0.0,0.0
32768,16.4728511,0.0,0.0,20.896040492700003,0.0,0.0
34816,6.985024700000001,0.0,0.0,8.7048157226,0.0,0.0
36864,17.9844134,0.0,0.0,22.5104734076,0.0,0.0
38912,13.465175299999999,0.0,0.0,17.28482737293,0.0,0.0
40960,10.115488599999997,0.0,0.0,13.142568475,0.0,0.0
43008,14.7491753,0.0,0.0,18.466353480200002,0.0,0.0
45056,9.0178252,0.0,0.0,11.549847452,0.0,0.0
47104,19.5282628,0.0,0.0,24.677733666,0.0,0.0
49152,19.863435900000002,0.0,0.0,25.3490792123,0.0,0.0
51200,12.263222100000002,0.0,0.0,15.290658006099997,0.0,0.0
53248,17.5807506,0.0,0.0,22.35018059,0.0,0.0
55296,9.1556668,0.0,0.0,11.620737606,0.0,0.0
57344,10.139307300000002,0.0,0.0,12.797854165999999,0.0,0.0
59392,14.057330799999999,0.0,0.0,17.755966167,0.0,0.0
61440,19.158533600000002,0.0,0.0,24.292396867999997,0.0,0.0
63488,11.853470699999999,0.0,0.0,15.283895901,0.0,0.0
65536,11.429159199999997,0.0,0.0,14.500483307849995,0.0,0.0
67584,12.557380900000002,0.0,0.0,16.017932517,0.0,0.0
69632,8.1856198,0.0,0.0,10.431493570499999,0.0,0.0
71680,14.627114699999998,0.0,0.0,18.2823402957,0.0,0.0
73728,13.188534600000002,0.0,0.0,16.680074932,0.0,0.0
75776,15.781731499999998,0.0,0.0,19.744251036999998,0.0,0.0
77824,16.2574828,0.0,0.0,20.664885064600004,0.0,0.0
79872,16.294950899999996,0.0,0.0,20.7103930327,0.0,0.0
81920,17.0452004,0.0,0.0,21.697406907000005,0.0,0.0
83968,19.7383115,0.0,0.0,24.575495923,0.0,0.0
86016,18.8551,0.0,0.0,23.44855431,0.0,0.0
88064,20.4924636,0.0,0.0,25.894109754,0.0,0.0
90112,22.1614553,0.0,0.0,27.694914669000003,0.0,0.0
92160,13.120332899999998,0.0,0.0,16.582195803,0.0,0.0
94208,18.8380067,0.0,0.0,23.783922255,0.0,0.0
96256,22.8603109,0.0,0.0,28.567444205999998,0.0,0.0
98304,12.739720199999999,0.0,0.0,16.095107180999996,0.0,0.0
100352,18.974174299999998,0.0,0.0,23.7636674024,0.0,0.0
102400,21.345610299999997,0.0,0.0,27.163421561,0.0,0.0
104448,12.7895326,0.0,0.0,16.1939789647,0.0,0.0
106496,9.4196402,0.0,0.0,11.793515642,0.0,0.0
108544,13.2551808,0.0,0.0,16.541254969999997,0.0,0.0
110592,16.9831024,0.0,0.0,21.475427416,0.0,0.0
112640,17.0092815,0.0,0.0,21.734184845999998,0.0,0.0
114688,17.9357419,0.0,0.0,22.566460136,0.0,0.0
116736,31.2096203,0.0,0.0,39.555098125,0.0,0.0
118784,12.046424400000001,0.0,0.0,15.129063582299997,0.0,0.0
120832,12.823155199999999,0.0,0.0,16.291870818,0.0,0.0
