#{"t_start": 1621243511.474839, "env_id": "mario_puzzle-v0"}
r,l,t
-5.652783,99,81.57555
-5.710238,99,155.292818
-5.13132,99,225.869552
-8.735057,99,296.792256
-4.456742,99,372.673316
-7.911805,99,446.431085
-2.13891,99,513.359239
-2.071177,99,589.290479
-6.127424,99,659.424097
-3.548189,99,730.148955
-2.829962,99,801.405812
-5.23073,99,877.032107
-3.628829,99,947.916342
-3.107183,99,1019.671286
-2.254569,99,1085.775551
-10.288203,99,1155.336798
-3.616613,99,1222.802804
-6.701785,99,1289.949263
-6.02536,99,1360.516253
-5.408001,99,1426.254979
-2.875171,99,1489.658357
-3.237216,99,1559.24914
-5.05334,99,1628.358268
-4.96728,99,1700.09023
-3.054952,99,1767.053885
-3.711769,99,1836.066084
-2.62345,99,1905.32164
-2.810123,99,1977.48736
-6.891793,99,2040.4174
-4.596533,99,2112.9825
-7.365127,99,2180.105515
-3.258273,99,2248.638431
-11.408434,99,2320.806807
-3.523266,99,2391.377719
-3.083448,99,2464.385815
-8.283304,99,2534.112482
-1.579683,99,2597.698171
-4.57154,99,2665.695014
-2.172303,99,2735.713081
-3.320466,99,2799.466414
-3.570406,99,2863.528015
-5.696401,99,2925.020375
-4.126002,99,2989.362831
-3.287924,99,3057.879115
-1.688877,99,3122.042221
-2.936181,99,3189.308871
-1.516781,99,3253.970529
-1.612896,99,3321.259551
-3.272814,99,3385.237147
-5.741302,99,3450.08293
-2.053368,99,3517.991824
-4.489095,99,3579.767768
-2.171495,99,3640.548098
-5.828498,99,3705.69526
-3.877332,99,3767.406597
-1.579874,99,3827.593121
-3.770128,99,3890.311974
-2.116911,99,3953.899348
-1.590604,99,4020.55884
-3.609793,99,4086.149071
-3.177302,99,4150.862274
-5.087079,99,4211.04593
-10.697213,99,4272.25092
-1.472397,99,4332.861134
-1.569172,99,4399.32981
-1.476343,99,4458.735328
-2.741125,99,4520.71492
-2.950953,99,4578.100748
-3.357017,99,4641.99364
-4.479013,99,4703.089808
-2.558327,99,4767.533416
-1.386521,99,4831.168403
-2.157279,99,4895.996263
-2.036151,99,4955.878851
-2.310914,99,5018.519922
-1.6932,99,5081.880598
-1.855725,99,5145.296392
-3.76058,99,5209.5026
-2.715858,99,5270.385057
-3.695898,99,5331.456315
-1.839238,99,5392.995486
-2.317703,99,5452.120494
-1.499854,99,5513.029633
-1.773135,99,5574.638116
-1.550675,99,5632.680483
-2.146574,99,5691.743437
-5.064188,99,5754.758322
-1.459952,99,5813.545614
-2.835284,99,5871.997505
-0.929763,99,5932.354276
-0.980198,99,5991.885929
-3.463982,99,6052.646996
-5.705672,99,6110.518553
-1.48546,99,6167.184127
-0.648482,99,6227.793947
-1.411846,99,6281.284675
-2.444141,99,6341.070051
-0.823807,99,6401.672654
-1.281481,99,6460.324299
-1.652061,99,6518.710196
-1.363948,99,6581.982166
-1.552385,99,6643.355855
-1.20596,99,6701.089313
-2.33062,99,6762.039176
-2.340677,99,6821.35354
-3.260522,99,6879.575426
-1.368748,99,6938.547797
-1.071831,99,7001.689105
-1.397117,99,7059.229491
-4.815469,99,7118.542717
-1.249966,99,7177.253008
-0.266802,99,7233.157847
-0.924534,99,7289.149564
-1.44293,99,7347.365049
-0.985808,99,7404.165963
-2.59954,99,7459.567678
-1.331033,99,7518.701181
-2.038049,99,7575.678838
-0.212666,99,7629.947394
-0.758667,99,7685.984504
