#{"t_start": 1621243510.0037608, "env_id": "mario_puzzle-v0"}
r,l,t
-2.385326,99,83.436172
-4.534309,99,156.658619
-10.614176,99,227.075756
-5.834375,99,297.787449
-7.212838,99,373.881028
-2.420058,99,447.273016
-3.734519,99,515.140188
-7.310636,99,590.76901
-4.317395,99,661.044945
-10.636363,99,731.312284
-5.715338,99,802.863576
-4.714216,99,878.807265
-4.885011,99,949.534608
-5.910823,99,1021.142283
-6.304981,99,1087.026335
-6.421618,99,1157.367555
-7.098897,99,1224.000345
-3.263071,99,1290.942035
-6.017581,99,1362.233827
-6.226298,99,1427.730778
-6.999312,99,1491.31707
-5.087727,99,1560.805636
-5.263545,99,1630.115442
-3.995157,99,1701.278593
-2.655901,99,1768.379303
-2.053519,99,1837.297333
-2.888501,99,1906.672324
-2.5894,99,1978.956851
-1.428973,99,2042.307312
-3.598987,99,2114.64267
-5.511993,99,2181.664534
-3.864308,99,2250.097281
-3.163472,99,2322.282974
-5.320684,99,2392.909183
-5.590942,99,2465.881387
-5.244233,99,2535.333365
-4.118711,99,2598.447304
-2.826469,99,2667.188417
-3.279338,99,2736.856459
-9.1167,99,2801.064127
-4.191207,99,2864.735947
-2.598471,99,2925.71612
-6.934435,99,2990.393872
-3.385444,99,3059.136656
-3.809057,99,3123.775805
-2.2835,99,3190.492071
-2.364573,99,3255.323272
-1.682552,99,3322.685796
-2.887904,99,3387.084152
-4.346709,99,3450.450282
-2.45439,99,3519.889067
-1.603321,99,3581.583668
-6.083344,99,3641.857523
-3.47728,99,3707.158732
-1.497928,99,3768.877533
-2.716707,99,3828.902522
-8.250232,99,3891.197789
-5.783392,99,3954.978998
-3.978791,99,4021.72056
-6.392458,99,4087.620574
-1.642072,99,4151.834691
-3.769143,99,4212.650303
-3.136416,99,4273.727365
-1.836157,99,4334.50533
-2.870271,99,4400.602935
-1.684515,99,4460.213431
-3.809021,99,4522.186027
-2.137541,99,4579.536549
-3.729283,99,4644.055129
-1.112708,99,4704.568371
-0.884136,99,4769.121305
-1.998931,99,4832.617288
-6.841494,99,4896.965152
-1.487157,99,4957.05102
-4.767791,99,5019.922209
-3.126616,99,5083.114618
-1.980791,99,5147.174388
-6.865032,99,5210.981085
-2.136591,99,5271.875458
-1.533529,99,5333.471673
-0.833688,99,5393.850351
-1.936425,99,5453.858029
-3.408835,99,5514.697814
-1.238565,99,5576.337736
-2.084445,99,5634.210445
-2.46774,99,5693.212844
-1.908179,99,5756.061461
-1.936291,99,5815.016866
-1.753857,99,5873.723412
-1.205836,99,5933.496738
-2.376852,99,5993.36109
-0.689031,99,6054.375892
-2.559881,99,6111.99134
-3.015878,99,6168.700894
-1.432766,99,6229.278028
-0.592361,99,6282.993409
-3.227823,99,6342.787316
-2.233231,99,6403.324343
-1.074715,99,6461.247954
-2.614046,99,6520.193385
-2.963101,99,6583.160095
-0.871153,99,6644.247404
-1.390485,99,6702.438455
-1.011874,99,6763.913771
-0.638505,99,6822.17985
-0.8882,99,6880.928275
-2.250033,99,6939.409205
-1.417148,99,7002.798785
-1.486376,99,7060.346351
-1.044284,99,7120.019693
-1.210058,99,7178.853259
-0.933899,99,7235.172295
-1.955462,99,7291.112663
-0.891826,99,7348.4994
-2.446383,99,7405.395705
-1.049852,99,7461.17554
-1.435304,99,7520.135433
-1.856765,99,7576.50904
-1.721539,99,7631.730345
-0.923713,99,7687.058489
-2.044959,99,7742.425766
-1.252824,99,7803.263386
-0.96415,99,7861.053988
-1.228135,99,7915.887496
-0.416608,99,7971.843864
-0.664424,99,8028.97355
-0.910956,99,8087.433881
-2.336972,99,8143.43153
-0.695954,99,8198.363289
-1.177802,99,8258.164065
-1.19805,99,8315.08097
-1.182343,99,8374.195811
-0.432269,99,8431.715721
-0.534055,99,8486.607948
-1.690187,99,8541.476134
-1.780909,99,8595.780269
-0.413473,99,8651.84253
-0.626929,99,8710.033113
-0.699469,99,8763.329385
-0.308351,99,8821.479867
-1.167131,99,8876.597943
-3.117786,99,8936.792812
-0.469616,99,8993.027177
-2.066809,99,9048.267923
-0.224377,99,9106.195323
-0.905161,99,9162.914063
-0.417394,99,9219.143604
-0.570402,99,9273.437624
-0.193591,99,9331.02657
-1.04183,99,9388.996288
-1.703268,99,9444.406542
-0.32967,99,9503.897338
-0.278206,99,9559.592486
-0.373695,99,9615.214438
-1.116773,99,9674.507645
-0.128032,99,9731.21396
-0.068705,99,9790.995604
-0.458985,99,9846.261226
-0.260422,99,9901.741947
-1.660228,99,9958.260968
-1.816192,99,10014.827215
-0.41986,99,10069.466635
-0.031668,99,10123.437373
-1.012268,99,10179.261838
-0.239094,99,10235.049267
-0.385314,99,10289.28354
-0.476303,99,10345.398653
-0.098574,99,10400.200171
-0.26,99,10458.500715
-0.170431,99,10513.370183
-0.275881,99,10569.611995
-0.237099,99,10629.168904
-0.530385,99,10684.910651
-0.377267,99,10740.166568
-0.170238,99,10798.099473
-0.439899,99,10852.73222
-0.891929,99,10909.021735
-0.282235,99,10965.00717
-0.906138,99,11018.420377
-0.340841,99,11073.068587
-0.521953,99,11129.413089
-0.852764,99,11184.27392
-0.410178,99,11240.014339
-0.421139,99,11299.157007
-0.126138,99,11356.258848
-0.193509,99,11408.819101
-0.315714,99,11465.062548
-0.205442,99,11520.321076
-0.155262,99,11574.366507
-0.224386,99,11629.540381
-0.216157,99,11684.926173
-0.284548,99,11738.815282
-0.897007,99,11794.603937
-0.505459,99,11848.822583
-2.026464,99,11900.936804
-0.074937,99,11957.585938
-0.946611,99,12011.522358
-0.545468,99,12068.826216
-1.419347,99,12125.656182
-1.194407,99,12179.430244
-0.601672,99,12236.085958
-0.813786,99,12289.083348
-0.409739,99,12341.971564
-0.068556,99,12397.640855
-0.502087,99,12452.879363
-0.633698,99,12509.468147
-0.075409,99,12565.244214
-0.18421,99,12620.130554
-0.488674,99,12673.421254
-0.321135,99,12726.502087
-0.861101,99,12780.428138
-0.140422,99,12835.816502
-0.470765,99,12891.137187
-0.190076,99,12946.265377
-0.780673,99,13000.089552
-0.462181,99,13053.382494
-0.095829,99,13107.002887
-0.170364,99,13163.283113
-0.169865,99,13218.62502
-0.25415,99,13274.588867
-0.361821,99,13332.117165
-0.414855,99,13388.702431
-0.653834,99,13440.457495
-0.068778,99,13499.683716
-0.238402,99,13555.200839
-0.803257,99,13607.489093
-0.17732,99,13660.207481
-0.235164,99,13716.991176
-0.238319,99,13769.633197
-0.417725,99,13824.821776
-0.081923,99,13878.272439
-0.306977,99,13932.615068
-0.055389,99,13987.384495
-0.406749,99,14041.069169
-0.772349,99,14093.540226
-0.294217,99,14173.560746
-0.936995,99,14338.299683
-0.239486,99,14527.515779
-0.124674,99,14699.816152
-0.02775,99,14867.004263
-0.198186,99,14990.725402
-0.191996,99,15173.76741
-0.630349,99,15238.124596
-0.082748,99,15346.8958
-1.082405,99,15495.170042
-0.157677,99,15604.874485
-0.62657,99,15750.296792
-0.073001,99,15925.988404
-0.10347,99,16108.87672
-0.093534,99,16291.857913
-0.030842,99,16485.291732
-0.840004,99,16676.696404
-0.49807,99,16866.689321
-0.017197,99,17057.657179
-0.226066,99,17177.276608
-0.37275,99,17370.859676
-0.3276,99,17556.964926
-1.028431,99,17751.441356
-0.37703,99,17934.150478
-1.220239,99,18047.510584
-0.202095,99,18231.091889
-0.065582,99,18412.881847
-0.077699,99,18596.333385
-0.076576,99,18777.691036
-0.478079,99,18922.45034
-0.364793,99,19160.380449
-0.339297,99,19508.291229
-0.298928,99,19845.062474
-0.09706,99,20177.426701
-0.23107,99,20516.75913
-0.898209,99,20854.570864
-0.154523,99,21211.880724
-0.131962,99,21556.021279
-0.043223,99,21897.394737
-0.156232,99,22243.512156
-0.176037,99,22587.033896
-0.625228,99,22927.680802
-0.093552,99,23266.148451
-0.206003,99,23610.665891
-0.031137,99,23956.644908
-0.10933,99,24285.180796
-0.049917,99,24637.654172
-0.426514,99,25035.952276
-0.161902,99,25357.507112
-0.119681,99,25646.376487
-0.15238,99,25975.446841
-0.210813,99,26274.228891
-0.137166,99,26562.965071
-0.373796,99,26803.734503
-0.499507,99,27027.27437
-0.166835,99,27260.452946
-0.028448,99,27492.885188
-3.601908,99,27709.014114
-0.343234,99,27903.420062
-0.170203,99,28101.691053
-0.184167,99,28294.144505
-0.210628,99,28486.2733
-0.708577,99,28671.694366
-0.138774,99,28818.934714
-0.117911,99,28871.12624
-0.133833,99,28925.890614
-0.153415,99,28979.621235
-0.031039,99,29033.961507
-0.141945,99,29085.327704
-0.071529,99,29138.614996
-0.016088,99,29192.249817
-0.019667,99,29243.946239
-0.252313,99,29297.260257
-0.083743,99,29346.624389
-0.088525,99,29398.016164
-0.29379,99,29449.258111
-0.061076,99,29499.19867
-0.715414,99,29551.640632
-0.370105,99,29606.350751
-0.08731,99,29659.41823
-0.705412,99,29709.368083
-0.158856,99,29760.573627
-0.071623,99,29811.956794
-0.280994,99,29865.242826
-0.047198,99,29917.28916
-0.111767,99,29972.703874
-0.13074,99,30026.870358
-0.101718,99,30078.159709
-0.215415,99,30129.393918
-0.863154,99,30180.365779
-0.159701,99,30230.354968
-0.092345,99,30281.395222
-0.409705,99,30333.700679
-0.122885,99,30384.447759
-0.372742,99,30437.769386
-0.09478,99,30491.916917
-0.244611,99,30542.894893
-0.088767,99,30594.412704
-0.292307,99,30648.424793
-0.530269,99,30699.779504
-0.082193,99,30753.108812
-0.257291,99,30799.475256
-0.300347,99,30851.159872
-0.117744,99,30901.699686
-0.061824,99,30956.093167
-0.107966,99,31006.79917
-0.274049,99,31058.053064
-0.081249,99,31109.438933
-0.356395,99,31161.021261
-0.058439,99,31213.03146
-0.452616,99,31267.27695
-0.139448,99,31317.624686
-0.033026,99,31368.11082
-0.066887,99,31419.523598
-0.069874,99,31471.275925
-0.103922,99,31521.26761
-0.078419,99,31572.898956
-0.048547,99,31625.926178
-0.720216,99,31677.569159
-0.185727,99,31730.401922
-0.044378,99,31778.390614
-0.181768,99,31832.021765
-0.139054,99,31885.972892
-0.131074,99,31939.386942
-0.106229,99,31991.525742
-0.162641,99,32043.69645
-0.230015,99,32095.554561
-0.055903,99,32149.107525
-0.056118,99,32199.566696
-0.044886,99,32248.873531
-0.46145,99,32300.190242
-0.06816,99,32351.331924
-0.14858,99,32402.981569
-0.09707,99,32454.293529
-0.093062,99,32502.419571
-0.567921,99,32555.497122
-0.070286,99,32606.440291
-0.108895,99,32657.701127
-0.044056,99,32706.575484
-0.063179,99,32758.873901
-0.131659,99,32807.737417
-0.022698,99,32858.407338
-0.071331,99,32910.235499
-0.214237,99,32962.419614
-0.013805,99,33014.380398
-0.030267,99,33066.288317
-0.051431,99,33119.307627
-0.225592,99,33171.881659
-0.153191,99,33227.250874
-0.088914,99,33281.803448
-0.055768,99,33334.102071
-0.0525,99,33388.885556
-0.296667,99,33441.244528
-0.157471,99,33494.392865
-0.180791,99,33546.914932
-0.04203,99,33600.149735
-0.114432,99,33655.835563
-0.175488,99,33706.219739
-0.152581,99,33758.235689
-0.131384,99,33811.420039
-0.097471,99,33862.019201
-0.040333,99,33917.168558
-0.104343,99,33967.617001
-0.061274,99,34021.696162
-0.074875,99,34070.336304
-0.428726,99,34121.232051
-0.134282,99,34174.047335
-0.091355,99,34225.064806
-0.103074,99,34277.012997
-0.059759,99,34332.216874
-0.085448,99,34384.424024
-0.097614,99,34435.996388
-0.114026,99,34489.011617
-0.11934,99,34543.227665
-0.188787,99,34596.596738
-0.085797,99,34647.449856
-0.122266,99,34700.694735
-0.06826,99,34752.447384
-0.041604,99,34806.671469
-0.184014,99,34858.808118
-0.357528,99,34911.072398
-0.141627,99,34962.154803
-0.065952,99,35020.090602
-0.257332,99,35071.797253
-0.061846,99,35120.58061
-0.219015,99,35173.2736
-0.090751,99,35225.586127
-0.090903,99,35276.171957
-0.078334,99,35329.783118
-0.113784,99,35382.247736
-0.291141,99,35434.322901
-0.118877,99,35487.53255
-0.045048,99,35541.32614
-0.100821,99,35590.686688
-0.066578,99,35643.080995
-0.03418,99,35695.484467
-0.100685,99,35746.899178
-0.124413,99,35798.59527
-0.047917,99,35848.355635
-0.261542,99,35898.298005
-0.488133,99,35947.762822
-0.261585,99,35998.992035
-0.090201,99,36051.406535
-0.107256,99,36102.769586
-0.019917,99,36152.114011
-0.028537,99,36205.891948
-0.112124,99,36257.899883
-0.0409,99,36309.402387
-0.064982,99,36365.341952
-0.143574,99,36414.896429
-0.400657,99,36467.960557
-0.044225,99,36520.97447
-0.139452,99,36571.637659
-0.165929,99,36623.100119
-0.06854,99,36677.181434
-0.087973,99,36729.984831
-0.030159,99,36781.212764
-0.238935,99,36833.748897
-0.100079,99,36885.512375
-0.058223,99,36937.835639
-0.116381,99,36991.185268
-0.094954,99,37045.308706
-0.085742,99,37098.450806
-0.07158,99,37151.463635
-0.203873,99,37204.093033
-0.138661,99,37255.261782
-0.191798,99,37308.672562
-0.179237,99,37363.083186
-0.117251,99,37411.144746
-0.019297,99,37462.37613
-0.062503,99,37512.029663
-0.099176,99,37562.882606
-0.107717,99,37615.348308
-0.032109,99,37665.782918
-0.060032,99,37716.328545
-0.134012,99,37769.274264
-0.046264,99,37823.033433
-0.826463,99,37874.564851
-0.078872,99,37925.312353
-0.116565,99,37976.503861
-0.293128,99,38029.174207
-0.080198,99,38080.789937
-0.076779,99,38130.77562
