#{"t_start": 1621243511.629616, "env_id": "mario_puzzle-v0"}
r,l,t
-3.808312,99,81.408174
-9.073104,99,155.591454
-8.391611,99,226.161521
-5.058724,99,296.481491
-9.211323,99,372.710834
-6.706171,99,445.89265
-3.715802,99,513.672402
-2.496468,99,589.142805
-5.761103,99,658.775876
-5.554164,99,729.82328
-5.639693,99,801.563309
-5.480226,99,877.185977
-2.13784,99,947.64231
-12.293832,99,1019.516435
-5.393086,99,1085.387391
-4.241775,99,1155.59586
-4.036309,99,1222.192759
-3.508231,99,1289.540541
-4.216806,99,1360.364197
-3.509279,99,1426.424417
-5.102574,99,1489.498767
-3.060092,99,1559.384522
-6.062413,99,1628.363417
-6.220424,99,1699.329732
-5.696591,99,1766.634413
-3.261664,99,1835.66454
-13.35122,99,1905.408359
-2.789454,99,1977.350048
-7.921197,99,2040.261222
-4.80993,99,2113.342466
-3.829489,99,2179.722851
-2.411694,99,2248.230137
-2.316781,99,2320.649797
-1.351161,99,2391.031489
-5.529889,99,2464.523381
-1.797418,99,2533.958604
-2.283352,99,2596.829948
-8.704526,99,2665.542042
-4.805817,99,2735.28279
-4.623709,99,2799.437393
-1.677171,99,2863.121181
-5.630319,99,2924.365581
-1.823587,99,2988.764823
-2.67886,99,3057.524151
-1.005697,99,3122.147699
-2.782929,99,3189.107705
-5.688728,99,3253.668664
-3.918948,99,3321.149028
-3.824498,99,3385.288284
-6.543474,99,3448.817024
-4.728075,99,3517.731448
-6.891225,99,3579.324188
-3.61935,99,3640.311961
-1.936432,99,3705.713026
-1.571543,99,3767.604078
-1.233409,99,3827.274105
-2.67958,99,3889.581032
-1.774694,99,3953.738665
-2.214765,99,4019.779825
-2.75698,99,4085.628503
-2.915472,99,4150.685134
-4.13018,99,4210.607788
-1.567365,99,4272.10164
-5.293582,99,4332.693372
-3.135799,99,4399.212772
-2.606538,99,4458.899633
-3.094038,99,4520.559915
-1.498279,99,4578.200487
-1.476543,99,4641.832782
-2.0916,99,4703.341432
-2.254541,99,4767.624727
-5.075834,99,4830.965057
-3.398686,99,4895.339334
-6.659579,99,4955.83834
-2.343312,99,5018.420123
-2.841774,99,5081.495322
-3.203667,99,5145.83491
-6.748547,99,5209.354936
-1.392584,99,5269.987643
-1.871275,99,5331.30681
-1.101706,99,5392.594065
-1.167306,99,5452.270836
-1.459093,99,5513.041013
-4.336284,99,5574.471433
-1.23408,99,5632.231869
-3.971439,99,5691.594182
-2.00749,99,5754.304131
-1.287908,99,5813.618878
-1.752747,99,5872.407302
-3.854721,99,5932.00809
-5.763478,99,5992.023192
-1.306126,99,6052.502658
-0.910864,99,6110.374068
-2.408615,99,6167.337361
-1.335964,99,6227.644885
-1.035038,99,6281.491072
-1.827864,99,6340.935434
-2.191278,99,6401.402379
-1.843486,99,6460.024966
-1.787961,99,6518.623092
-1.03287,99,6581.541617
-1.470935,99,6642.85343
-0.307157,99,6700.805445
-1.582541,99,6762.053316
-1.248755,99,6820.671891
-2.720674,99,6879.292275
-4.327801,99,6937.779716
-1.112038,99,7001.429476
-1.327374,99,7058.720487
-0.599478,99,7118.38607
-0.824404,99,7177.758621
-1.524701,99,7233.002332
-1.438155,99,7289.31915
-1.510155,99,7346.996652
-1.559793,99,7403.769676
-2.144605,99,7459.690317
-2.442543,99,7518.161794
-0.359952,99,7574.889693
-0.713008,99,7629.800203
-1.251587,99,7685.690727
-0.664184,99,7741.15896
-0.641367,99,7801.289059
-0.655269,99,7859.415908
-0.709876,99,7913.947171
-1.188195,99,7970.212689
-1.089992,99,8027.672931
-0.410996,99,8085.918073
-1.311013,99,8141.689252
-0.395343,99,8196.729999
-1.09727,99,8256.428977
-1.0932,99,8313.572848
-1.057246,99,8372.733744
-0.423361,99,8429.623153
-0.873582,99,8484.66081
-0.207041,99,8539.882652
-1.104012,99,8594.172002
-0.87186,99,8650.34494
-0.09907,99,8708.632089
-0.080816,99,8762.1562
-1.03055,99,8819.849519
-0.903946,99,8875.185325
-0.994984,99,8935.198946
-0.867537,99,8991.663672
-0.778608,99,9046.635365
-0.523126,99,9104.125049
-0.272957,99,9161.286733
-0.60567,99,9217.40779
-0.621669,99,9272.057325
-0.121412,99,9329.516652
-0.716141,99,9387.364547
-0.339282,99,9442.775334
-0.718569,99,9502.40669
-0.963945,99,9557.648571
-0.223753,99,9613.481016
-0.106689,99,9672.751872
-0.728578,99,9729.650796
-0.766231,99,9789.243602
-0.556349,99,9845.19165
-0.494094,99,9900.482711
-2.312453,99,9956.62722
-0.309999,99,10013.279277
-1.499251,99,10067.863666
-0.76304,99,10122.180566
