#{"t_start": 1621243510.545978, "env_id": "mario_puzzle-v0"}
r,l,t
-5.487698,99,82.80326
-3.671792,99,156.723869
-7.735924,99,226.359635
-3.567243,99,297.244953
-3.502399,99,373.338594
-4.857754,99,446.726843
-7.993926,99,514.287514
-4.936687,99,590.434537
-3.488464,99,659.852503
-7.963639,99,730.776307
-11.041029,99,802.61953
-9.404197,99,877.96485
-3.419513,99,948.972535
-4.42029,99,1020.740377
-5.311313,99,1087.574698
-3.796181,99,1156.257916
-7.227612,99,1223.886389
-8.985117,99,1290.398193
-4.300503,99,1361.448932
-3.09448,99,1427.184058
-2.338868,99,1491.072371
-7.164404,99,1560.169582
-6.079635,99,1629.385741
-2.984503,99,1700.939746
-4.658611,99,1767.742479
-2.772985,99,1837.291069
-3.381345,99,1906.240561
-2.630943,99,1978.422473
-4.765014,99,2041.611931
-5.330711,99,2113.921983
-3.338791,99,2181.414032
-11.058793,99,2249.676946
-2.790358,99,2321.733679
-1.751652,99,2392.312289
-8.143558,99,2465.31419
-3.322676,99,2535.094401
-1.637762,99,2597.906357
-2.201144,99,2666.622177
-4.741252,99,2736.05145
-4.274286,99,2800.400564
-2.535576,99,2864.045226
-3.197661,99,2925.160851
-1.39117,99,2990.326864
-9.600399,99,3058.768985
-2.80047,99,3123.388894
-3.89653,99,3190.230965
-2.641215,99,3254.506528
-3.896314,99,3322.176332
-3.306968,99,3386.161601
-8.498692,99,3449.901513
-7.825297,99,3519.087292
-1.222069,99,3580.408936
-6.830552,99,3641.333194
-3.550772,99,3706.617991
-3.916635,99,3768.473003
-1.323884,99,3828.732085
-5.101502,99,3890.65503
-3.911296,99,3954.430102
-3.132244,99,4020.851023
-6.254525,99,4087.040542
-2.314318,99,4151.430512
-3.042784,99,4211.763932
-0.560486,99,4273.19206
-3.246597,99,4333.784551
-6.055774,99,4400.072307
-2.792452,99,4460.574093
-1.179761,99,4522.141333
-3.630954,99,4579.252522
-2.165432,99,4643.121396
-2.374798,99,4704.004243
-1.388936,99,4768.932925
-3.91305,99,4831.785697
-3.64204,99,4896.869547
-1.852203,99,4956.84329
-3.932878,99,5019.398199
-1.44378,99,5082.825441
-5.667105,99,5146.211501
-4.23577,99,5210.431518
-1.679624,99,5271.064357
-3.765963,99,5332.971779
-1.700994,99,5393.76724
-2.373115,99,5453.411259
-2.102674,99,5513.955813
-0.824233,99,5575.975553
-1.467821,99,5633.184605
-2.412074,99,5692.670968
-2.724232,99,5755.397545
-1.607818,99,5814.712681
-1.250127,99,5872.919102
-1.939555,99,5933.303345
-2.337534,99,5992.957555
-1.221549,99,6054.037204
-1.295235,99,6111.797926
-1.196008,99,6168.345364
-1.657944,99,6228.72262
-1.881947,99,6282.449215
-2.18051,99,6342.252989
-1.520966,99,6402.486149
-1.448262,99,6460.709316
-0.389191,99,6519.992341
-1.530979,99,6582.867179
-1.026253,99,6644.137499
-4.376551,99,6701.889241
-4.674559,99,6763.115132
-2.946152,99,6822.200376
-1.303182,99,6880.813033
-1.628185,99,6939.249867
-1.339939,99,7002.246626
-0.917311,99,7060.258048
-1.368627,99,7119.46798
-1.540967,99,7178.045922
-2.633892,99,7234.087273
-0.81795,99,7290.320302
-4.989436,99,7348.338971
-1.504879,99,7405.092113
-0.106007,99,7461.074841
-1.204383,99,7519.36525
-0.832008,99,7576.230242
-0.207748,99,7630.876686
-0.77869,99,7686.281811
-2.637837,99,7742.259712
-0.430643,99,7802.626426
-0.909321,99,7860.504565
-1.870105,99,7914.783703
-1.143717,99,7971.29341
-0.603711,99,8028.726692
-1.248701,99,8086.563385
-0.184096,99,8142.773164
-0.923342,99,8198.244058
-0.412915,99,8257.701319
-3.696125,99,8314.526054
-0.441598,99,8373.653127
-1.405018,99,8430.853236
-0.783716,99,8486.001751
-0.937515,99,8541.105006
-1.257294,99,8595.035079
-0.397754,99,8651.836801
-0.193425,99,8709.460723
-0.514848,99,8762.57873
-0.790599,99,8821.056657
-0.953564,99,8876.312239
-0.804697,99,8936.17942
-0.227425,99,8992.47789
-1.026661,99,9048.037543
-0.838307,99,9105.219428
-1.933637,99,9162.117356
-0.9099,99,9218.223319
-1.38811,99,9273.002085
-1.740123,99,9330.741217
-0.879193,99,9388.448509
-0.372966,99,9444.11076
-0.553316,99,9503.351707
-0.898056,99,9558.855939
-0.166813,99,9614.811194
-0.364946,99,9673.843976
-1.021485,99,9731.150812
-0.439948,99,9790.404691
-0.352347,99,9845.714198
-0.190108,99,9900.992816
-0.482177,99,9957.872021
-0.600476,99,10014.344994
-0.678256,99,10068.80952
-1.454902,99,10123.287338
-0.133715,99,10178.709135
-0.499225,99,10234.510078
-0.727873,99,10288.537275
-0.153975,99,10344.841885
-0.652023,99,10399.721469
-0.189621,99,10458.070729
-0.612931,99,10512.490834
-0.452762,99,10569.078148
-1.479689,99,10628.733755
-0.148562,99,10684.002902
-0.50351,99,10740.03218
-0.232244,99,10797.698949
-0.132621,99,10852.358224
-0.216092,99,10908.756096
-1.01567,99,10964.238703
-0.993844,99,11018.170236
-0.280978,99,11072.268966
-0.435142,99,11128.395626
-0.466285,99,11183.67269
-0.306826,99,11239.281711
-0.49056,99,11298.488086
-0.360892,99,11356.009505
-0.275381,99,11408.276093
-0.426953,99,11464.256774
-0.232396,99,11519.680114
-0.543402,99,11573.816011
-0.140825,99,11628.995821
-0.270616,99,11684.375654
-0.907744,99,11737.744245
-0.572454,99,11794.042644
-1.062319,99,11848.310951
-0.232987,99,11900.600929
-0.745954,99,11956.694393
-0.321837,99,12011.523052
-0.337632,99,12068.702708
-0.45258,99,12124.930959
-0.422395,99,12179.144364
-0.093796,99,12235.549357
-0.87657,99,12288.470062
-0.417352,99,12341.710293
-0.405459,99,12397.181331
-0.688076,99,12451.976063
-0.579727,99,12509.032996
-0.674903,99,12564.836164
-0.045566,99,12619.46129
-0.160912,99,12672.711185
-0.480612,99,12726.163277
-0.415975,99,12780.062529
-0.143739,99,12835.143892
-0.13543,99,12890.57811
-0.068245,99,12945.487398
-0.183191,99,12999.387933
-0.154099,99,13053.181808
-0.306989,99,13106.630951
-1.460447,99,13162.916358
-0.113463,99,13217.760773
-0.407175,99,13273.486573
-0.412809,99,13331.401194
-0.113739,99,13387.799323
-0.039531,99,13439.781545
-1.216612,99,13499.468014
-0.82439,99,13553.97573
-0.680522,99,13606.630488
-0.390256,99,13659.318814
-0.158413,99,13716.566501
-0.198754,99,13768.840648
-0.118482,99,13824.521146
-0.173144,99,13878.017709
-0.600005,99,13932.068083
-0.251708,99,13986.297189
-0.02958,99,14040.662325
-0.174826,99,14092.994335
-0.181959,99,14172.503339
-0.983898,99,14337.200431
-0.155459,99,14525.314601
-0.181326,99,14699.697502
-0.259665,99,14866.40605
-0.494333,99,14990.053525
-0.177199,99,15173.834437
-0.116669,99,15237.697397
-0.451694,99,15346.934617
-0.35812,99,15493.740433
-0.060697,99,15604.818745
-0.361321,99,15747.942349
-0.21792,99,15925.506072
-0.975555,99,16109.99149
-0.07568,99,16290.563433
-0.751285,99,16484.785274
-0.247475,99,16676.14149
-0.243853,99,16866.144062
-0.492269,99,17056.976688
-0.183064,99,17175.254864
-0.258705,99,17370.367454
-0.588318,99,17556.283118
-0.124129,99,17750.901224
-0.394115,99,17933.564656
-0.068762,99,18047.747889
-0.205539,99,18230.847696
-0.107544,99,18412.327475
-0.175454,99,18594.46396
-0.075698,99,18777.575193
-0.482326,99,18921.91537
-0.240758,99,19158.528517
-0.148336,99,19508.734304
-0.550643,99,19844.7503
-0.321341,99,20176.906106
-1.641723,99,20515.116578
-0.382066,99,20855.137452
-0.087005,99,21211.327376
-0.419247,99,21555.746834
-0.844236,99,21897.013523
-0.485037,99,22241.95265
-0.520805,99,22587.279677
-0.080748,99,22928.098953
-0.286327,99,23263.602185
-0.014096,99,23610.075786
-0.345652,99,23953.867303
-0.463888,99,24285.451687
-0.240414,99,24631.599724
-0.096071,99,25035.33489
-0.182451,99,25358.133656
-0.282143,99,25645.850751
-0.031568,99,25974.901791
-0.12242,99,26272.625268
-0.123465,99,26561.164227
-0.140078,99,26801.695864
-0.403945,99,27028.888819
-0.088071,99,27259.691015
-0.106935,99,27494.057009
-0.215552,99,27707.630566
-0.094874,99,27903.899058
-0.321272,99,28101.889359
-0.373479,99,28294.599484
-0.110087,99,28486.991509
-0.377182,99,28670.889708
-0.564314,99,28818.700696
-0.509546,99,28870.583596
-0.330844,99,28925.461584
-0.461824,99,28979.07205
-0.155892,99,29033.74334
-0.079934,99,29084.96535
-0.064404,99,29138.085408
-0.029297,99,29191.667279
-0.099902,99,29243.009321
-0.03359,99,29296.880881
-0.405316,99,29346.078085
-0.08477,99,29397.494511
-0.539386,99,29448.786422
-0.016575,99,29499.163183
-0.068022,99,29550.845835
-0.127154,99,29606.026331
-0.163972,99,29658.877358
-0.449161,99,29708.827084
-0.156105,99,29760.30947
-0.180888,99,29811.415517
-0.076567,99,29864.366331
-0.323986,99,29916.745322
-0.235142,99,29971.966291
-0.106383,99,30026.326612
-0.160196,99,30077.153787
-0.047344,99,30128.606182
-0.147823,99,30179.532712
-0.362886,99,30229.77938
-0.095216,99,30280.722592
-0.032018,99,30333.270455
-0.104019,99,30383.906548
-0.037457,99,30437.476186
-0.15121,99,30491.41946
-0.052742,99,30542.56598
-0.12176,99,30593.980863
-0.221312,99,30647.926733
-0.637911,99,30699.242193
-0.036969,99,30752.313553
-0.067894,99,30799.182767
-0.671513,99,30850.638787
-0.040261,99,30901.151325
-0.085723,99,30955.549701
-0.25204,99,31005.738383
-0.237265,99,31056.977706
-0.044092,99,31108.778469
-0.11932,99,31160.659688
-0.068503,99,31212.315752
-0.173875,99,31266.746901
-0.08885,99,31317.322239
-0.128666,99,31367.568505
-0.038464,99,31419.354066
-0.050351,99,31470.38531
-0.031877,99,31521.134083
-0.162945,99,31572.356487
-0.3489,99,31625.927208
-0.042113,99,31677.176325
-0.70839,99,31729.739278
-0.083412,99,31777.848422
-0.11138,99,31831.171541
-0.310748,99,31885.382845
-0.165669,99,31938.940531
-0.153025,99,31990.71773
-0.11387,99,32043.035462
-0.482175,99,32094.968907
-0.206566,99,32149.029198
-0.08131,99,32199.140572
-0.242055,99,32248.318192
-0.255778,99,32299.682956
-0.262704,99,32351.092373
-0.101346,99,32402.315392
-0.150842,99,32453.497035
-0.05675,99,32502.213751
-0.034988,99,32554.934618
-0.209811,99,32605.866089
-0.048285,99,32657.355999
-0.093028,99,32706.35654
-0.268035,99,32758.701861
-0.083271,99,32806.711768
-0.041228,99,32857.871811
-0.076587,99,32910.12233
-0.067709,99,32962.003312
-0.083624,99,33013.720829
-0.20901,99,33065.431748
-0.044209,99,33118.763902
-0.307434,99,33171.587012
-0.179103,99,33226.591621
-0.436065,99,33281.07241
-0.030869,99,33333.493969
-0.122305,99,33388.224591
-0.089082,99,33440.545687
-0.192747,99,33494.108281
-0.037695,99,33546.621533
-0.29476,99,33599.600893
-0.018316,99,33654.92696
-0.026987,99,33705.589838
-0.206614,99,33758.138488
-0.072299,99,33810.897727
-0.141335,99,33861.704892
-0.06982,99,33916.856358
-0.05803,99,33967.318698
-0.348201,99,34021.543346
-0.25502,99,34069.920945
-0.126765,99,34120.756387
-0.097045,99,34173.428465
-0.175794,99,34224.529703
-0.164857,99,34276.322225
-0.18438,99,34331.258729
-0.259427,99,34383.72029
-0.24365,99,34435.215281
-0.104044,99,34488.793265
-0.150955,99,34542.6005
-0.052501,99,34596.115524
-0.084721,99,34646.546463
-0.030458,99,34700.274072
-0.128692,99,34751.899398
-0.2363,99,34805.874759
-0.178527,99,34858.449127
-0.161704,99,34910.6594
-0.11635,99,34961.726131
-0.365198,99,35019.233431
-0.062271,99,35071.109783
-0.136099,99,35120.328992
-0.133323,99,35172.600431
-0.069866,99,35225.411927
-0.147916,99,35276.244556
-0.055644,99,35328.923085
-0.056345,99,35382.156696
-0.282141,99,35434.104716
-0.016728,99,35487.216625
-0.034201,99,35540.324716
-0.065454,99,35590.42409
-0.160574,99,35642.535617
-0.033476,99,35694.941945
-0.395415,99,35746.474097
-0.084885,99,35797.96421
-0.056297,99,35847.568244
-0.13622,99,35897.462864
-0.048536,99,35947.227355
-0.627449,99,35998.769405
-0.279573,99,36050.58357
-0.176313,99,36102.071699
-0.027825,99,36151.575687
-0.328354,99,36205.351103
-0.139468,99,36256.75674
-0.137782,99,36308.864415
-0.133292,99,36364.799676
-0.110725,99,36414.60552
-0.051372,99,36467.41948
-0.12643,99,36520.67244
-0.048873,99,36571.081448
-0.08902,99,36622.812977
-0.057808,99,36676.639494
-0.146943,99,36729.217858
-0.086623,99,36780.547775
-0.058519,99,36833.60209
-0.12204,99,36885.507309
-0.099959,99,36937.176392
-0.113095,99,36991.157012
-0.090386,99,37044.656461
-0.125454,99,37097.714388
-0.197082,99,37150.921536
-0.12609,99,37203.627007
-0.112256,99,37255.030714
-0.102723,99,37307.892116
-0.28472,99,37362.630807
-0.079683,99,37410.44396
-0.111289,99,37461.868234
-0.838519,99,37511.784479
-0.058216,99,37562.195163
-0.036281,99,37614.457789
-0.124168,99,37665.54187
-0.250449,99,37715.929618
-0.281524,99,37768.373498
-0.024403,99,37822.483938
-0.141519,99,37874.35017
-0.035468,99,37924.766238
-0.133849,99,37976.250191
-0.108138,99,38028.473168
-0.031847,99,38079.976853
-0.080057,99,38130.332297
-0.610654,99,38181.841538
-0.106786,99,38232.799283
-0.016996,99,38286.649164
-0.129865,99,38338.94564
-0.068186,99,38389.966571
-0.079685,99,38441.278175
-0.101805,99,38494.486626
-0.074631,99,38547.074932
-0.108402,99,38601.578549
-0.18438,99,38655.027154
-0.145609,99,38709.351251
-0.140133,99,38760.641982
-0.158829,99,38814.617536
-0.697406,99,38866.598682
-0.065027,99,38918.878161
-0.069841,99,38973.945621
-0.119259,99,39025.297138
-0.29646,99,39080.005853
-0.214403,99,39132.620657
-0.06681,99,39183.25726
-0.02058,99,39235.412515
-0.041354,99,39287.163938
-0.08447,99,39342.180487
-0.327499,99,39395.424492
-0.039494,99,39448.732396
-0.019978,99,39499.44577
-0.165532,99,39554.093619
-0.100227,99,39605.83077
-0.099865,99,39660.97384
-0.131334,99,39716.234241
-0.088655,99,39771.007741
-0.073039,99,39824.302357
-0.160543,99,39879.137917
-0.113568,99,39931.319616
-0.0988,99,39985.592387
-0.073956,99,40037.20722
-0.130814,99,40090.574106
-0.661111,99,40145.831312
-0.260786,99,40198.684794
-0.069729,99,40252.247329
-0.094765,99,40306.530565
-0.064947,99,40358.953138
-0.095113,99,40414.935337
-0.056605,99,40467.771872
-0.045091,99,40520.801058
-0.110044,99,40577.467047
-0.108647,99,40632.209461
-0.329102,99,40682.935686
-0.054511,99,40736.682212
-0.167328,99,40792.963757
-0.443495,99,40848.525978
-0.064873,99,40900.607005
-0.194373,99,40953.161142
-0.088041,99,41007.060968
-0.125301,99,41060.307088
-0.469305,99,41112.158328
-0.246985,99,41165.92526
-0.109427,99,41221.970452
-0.109824,99,41275.731464
-0.274278,99,41329.991322
-0.061265,99,41384.807779
-0.959815,99,41437.483759
-0.053987,99,41492.514378
-0.760189,99,41546.685349
-0.062425,99,41602.178233
-0.066362,99,41656.108848
-0.038335,99,41709.237237
-0.090857,99,41764.345769
-0.045252,99,41819.015243
-0.100672,99,41871.973257
-0.065422,99,41924.656835
-0.144586,99,41981.38452
-0.12393,99,42035.861929
-0.038152,99,42088.635088
-0.08253,99,42145.457384
-0.053094,99,42200.154082
-0.198624,99,42255.123229
-0.095588,99,42311.268378
-0.046243,99,42365.685072
-0.207969,99,42421.523288
-0.072415,99,42475.044065
-0.079369,99,42529.031021
-0.071792,99,42585.748847
-0.214793,99,42641.360193
-0.060856,99,42695.656209
-0.176253,99,42753.076366
-0.058609,99,42807.872633
-0.130369,99,42862.788565
-0.054908,99,42917.568251
-0.057006,99,42971.779365
-0.798932,99,43027.179663
-0.090104,99,43081.728006
-0.10463,99,43135.274787
-0.033027,99,43188.921249
-0.109894,99,43244.724565
-0.460347,99,43298.883692
-0.11381,99,43352.894671
-0.057313,99,43406.471923
-0.087357,99,43461.691738
-0.161659,99,43515.677482
-0.096929,99,43570.395931
-0.070439,99,43624.210685
-0.100712,99,43680.056735
-0.078337,99,43732.371718
-0.06923,99,43787.02306
-0.048657,99,43840.887867
-0.055987,99,43896.758639
-0.145522,99,43953.019049
-0.025136,99,44010.330707
-0.134168,99,44066.754364
-0.181244,99,44123.016852
-0.07835,99,44176.984481
-0.113981,99,44229.874241
-0.037764,99,44285.649659
-0.273839,99,44340.618887
-0.392069,99,44394.06452
-0.073191,99,44448.263245
-0.034188,99,44502.335393
-0.075372,99,44557.045919
-0.057131,99,44610.98443
-0.059861,99,44665.247298
-0.07446,99,44720.450004
-0.058856,99,44777.264067
-0.199468,99,44834.945101
-0.110814,99,44889.33298
-0.073503,99,44946.780927
-0.145329,99,45002.147753
-0.085861,99,45057.188479
-0.087167,99,45112.70176
-0.091636,99,45168.059937
-0.137932,99,45221.441684
-0.050135,99,45275.841931
-0.068245,99,45330.682102
-0.036958,99,45386.629343
-0.158312,99,45439.676877
-0.161675,99,45494.511054
-0.06824,99,45548.377506
-0.116269,99,45602.405072
-0.10472,99,45659.384202
-0.025025,99,45715.365217
-0.313619,99,45769.259472
-0.057547,99,45823.878104
-0.027258,99,45876.579119
-0.063716,99,45932.766476
-0.086527,99,45985.656513
-0.180595,99,46040.735159
-0.16291,99,46094.1673
-0.056493,99,46150.344379
-0.189759,99,46204.290761
-0.116103,99,46257.799866
-0.051768,99,46311.807599
-0.299927,99,46365.957358
