timesteps,reward,rewD_sum,rewN_sum,rewP_sum,MD_sum,N_sum
2048,18.0763,0.0,0.0,19.0966293357,0.0,0.0
4096,14.1384928,0.0,0.0,15.26342751,0.0,0.0
6144,13.421614600000002,0.0,0.0,14.552958573999996,0.0,0.0
8192,7.6871178,0.0,0.0,8.470121116000001,0.0,0.0
10240,10.2382271,0.0,0.0,11.173362992,0.0,0.0
12288,11.452891,0.0,0.0,12.410120277,0.0,0.0
14336,15.607168400000003,0.0,0.0,16.908751842,0.0,0.0
16384,8.251572900000001,0.0,0.0,9.068431137,0.0,0.0
18432,7.6971968,0.0,0.0,8.793106294000001,0.0,0.0
20480,13.893651899999998,0.0,0.0,14.7739774127,0.0,0.0
22528,9.7915289,0.0,0.0,10.898857810900001,0.0,0.0
24576,5.448062999999999,0.0,0.0,6.414807542,0.0,0.0
26624,15.6161815,0.0,0.0,16.5866952844,0.0,0.0
28672,14.941442499999999,0.0,0.0,16.095178262,0.0,0.0
30720,7.697248,0.0,0.0,8.8690554,0.0,0.0
32768,7.016408299999999,0.0,0.0,8.0421723,0.0,0.0
34816,9.5012629,0.0,0.0,10.444095201,0.0,0.0
36864,15.1234275,0.0,0.0,16.363994532,0.0,0.0
38912,8.7465491,0.0,0.0,9.562940359,0.0,0.0
40960,21.056553199999996,0.0,0.0,22.149722598,0.0,0.0
43008,14.4885467,0.0,0.0,15.233712586000001,0.0,0.0
45056,11.3744218,0.0,0.0,12.1765981707,0.0,0.0
47104,17.874542100000003,0.0,0.0,18.9470383488,0.0,0.0
49152,14.275919400000001,0.0,0.0,15.191926458000001,0.0,0.0
51200,24.5399958,0.0,0.0,25.577627767299997,0.0,0.0
53248,15.5806972,0.0,0.0,16.758465218999998,0.0,0.0
55296,31.210730599999998,0.0,0.0,32.648542759,0.0,0.0
57344,22.486409799999997,0.0,0.0,23.8952108607,0.0,0.0
59392,6.833602399999999,0.0,0.0,7.778938201,0.0,0.0
61440,19.2506239,0.0,0.0,20.340818898,0.0,0.0
63488,20.478332,0.0,0.0,21.686405342,0.0,0.0
65536,15.326606700000003,0.0,0.0,16.384877215,0.0,0.0
67584,15.441053499999999,0.0,0.0,16.322748975,0.0,0.0
69632,6.922362899999999,0.0,0.0,7.744451281000001,0.0,0.0
71680,8.809216200000002,0.0,0.0,9.574039792,0.0,0.0
73728,15.4783166,0.0,0.0,16.387555528,0.0,0.0
75776,17.659038199999998,0.0,0.0,18.619090349,0.0,0.0
77824,18.826447800000004,0.0,0.0,19.978344847000002,0.0,0.0
79872,27.6628719,0.0,0.0,28.929001488,0.0,0.0
81920,13.6957996,0.0,0.0,14.861894615999997,0.0,0.0
83968,13.265566999999999,0.0,0.0,14.104530996,0.0,0.0
86016,15.0947957,0.0,0.0,15.753147644,0.0,0.0
88064,15.799339200000002,0.0,0.0,16.7055058798,0.0,0.0
90112,18.565254200000002,0.0,0.0,19.5941485483,0.0,0.0
92160,10.4678445,0.0,0.0,11.048475773000002,0.0,0.0
94208,19.514605,0.0,0.0,20.907429792000002,0.0,0.0
96256,24.6540127,0.0,0.0,26.348722603,0.0,0.0
98304,17.4825431,0.0,0.0,18.661335517,0.0,0.0
100352,26.5066981,0.0,0.0,27.807191572300002,0.0,0.0
102400,31.766853500000003,0.0,0.0,32.6502733027,0.0,0.0
104448,17.5948687,0.0,0.0,18.865041674,0.0,0.0
106496,9.8130786,0.0,0.0,10.491713362,0.0,0.0
108544,26.0829692,0.0,0.0,27.316108089900002,0.0,0.0
110592,9.8752592,0.0,0.0,10.650205795000002,0.0,0.0
112640,17.6619038,0.0,0.0,18.795408245799997,0.0,0.0
114688,24.1399298,0.0,0.0,24.9947535847,0.0,0.0
116736,28.7163986,0.0,0.0,30.1944944184,0.0,0.0
118784,18.930802600000003,0.0,0.0,20.0344997968,0.0,0.0
120832,16.310457,0.0,0.0,17.569755226299996,0.0,0.0
122880,31.7917505,0.0,0.0,33.295053136,0.0,0.0
124928,16.3787493,0.0,0.0,17.5619701566,0.0,0.0
126976,20.3409208,0.0,0.0,21.461964260000006,0.0,0.0
129024,15.7464551,0.0,0.0,17.145641584,0.0,0.0
131072,32.236424299999996,0.0,0.0,33.6992848354,0.0,0.0
133120,17.513549899999997,0.0,0.0,18.493130032,0.0,0.0
135168,21.529781800000002,0.0,0.0,22.7860392618,0.0,0.0
137216,38.0011961,0.0,0.0,39.716995493,0.0,0.0
139264,22.676835400000005,0.0,0.0,23.900765247000002,0.0,0.0
141312,30.6472304,0.0,0.0,31.964064013699993,0.0,0.0
143360,25.1898163,0.0,0.0,26.367825101,0.0,0.0
145408,19.7571786,0.0,0.0,20.5067450687,0.0,0.0
147456,34.830877799999996,0.0,0.0,36.432225751,0.0,0.0
149504,16.6089032,0.0,0.0,17.7932522029,0.0,0.0
151552,11.474119799999999,0.0,0.0,12.547030080999999,0.0,0.0
153600,42.08982820000001,0.0,0.0,43.793644799999996,0.0,0.0
155648,19.895753199999998,0.0,0.0,20.967387783699998,0.0,0.0
157696,29.049009300000005,0.0,0.0,30.402307061,0.0,0.0
159744,26.4981712,0.0,0.0,27.701362658,0.0,0.0
161792,34.366330100000006,0.0,0.0,35.312214770000004,0.0,0.0
163840,28.051064500000003,0.0,0.0,29.178752461999995,0.0,0.0
165888,17.564725700000004,0.0,0.0,18.599221638,0.0,0.0
167936,20.3969962,0.0,0.0,21.456192039,0.0,0.0
169984,33.357351900000005,0.0,0.0,34.737708411,0.0,0.0
172032,35.622294999999994,0.0,0.0,36.875584979,0.0,0.0
174080,20.193212199999998,0.0,0.0,21.199122645,0.0,0.0
176128,28.743095400000005,0.0,0.0,30.059417101,0.0,0.0
178176,32.8964358,0.0,0.0,34.86214807059999,0.0,0.0
180224,38.930653,0.0,0.0,40.4289741997,0.0,0.0
182272,24.056215599999998,0.0,0.0,25.720887500000003,0.0,0.0
184320,18.7639392,0.0,0.0,19.7023347567,0.0,0.0
186368,34.219720699999996,0.0,0.0,35.702591408,0.0,0.0
188416,26.264687700000003,0.0,0.0,27.376611497,0.0,0.0
190464,27.127826399999996,0.0,0.0,28.5606209697,0.0,0.0
192512,35.308368099999996,0.0,0.0,36.701950346000004,0.0,0.0
194560,44.613966399999995,0.0,0.0,46.944064995999994,0.0,0.0
196608,32.9183182,0.0,0.0,34.297970294,0.0,0.0
198656,33.144651599999996,0.0,0.0,34.424507585,0.0,0.0
200704,31.165563,0.0,0.0,32.5693700747,0.0,0.0
202752,31.4029277,0.0,0.0,32.5982983647,0.0,0.0
204800,21.778742599999998,0.0,0.0,22.6037961472,0.0,0.0
206848,29.805920500000003,0.0,0.0,31.158649865,0.0,0.0
208896,34.1402844,0.0,0.0,35.68553425899999,0.0,0.0
210944,32.9743714,0.0,0.0,34.603949324999995,0.0,0.0
212992,36.207368300000006,0.0,0.0,37.9006204957,0.0,0.0
215040,34.81034640000001,0.0,0.0,36.357609012999994,0.0,0.0
217088,19.7773793,0.0,0.0,20.975148633,0.0,0.0
219136,17.8082128,0.0,0.0,19.237030429000004,0.0,0.0
221184,19.801250599999996,0.0,0.0,20.921913499800002,0.0,0.0
223232,34.3114601,0.0,0.0,35.896563964,0.0,0.0
225280,33.539354100000004,0.0,0.0,34.7701709753,0.0,0.0
227328,17.2106111,0.0,0.0,18.1329498307,0.0,0.0
229376,59.48820859999999,0.0,0.0,61.793954191599994,0.0,0.0
231424,44.4327685,0.0,0.0,46.065286731,0.0,0.0
233472,38.768674399999995,0.0,0.0,40.3151003725,0.0,0.0
235520,46.1052378,0.0,0.0,47.51088486,0.0,0.0
237568,31.4869323,0.0,0.0,32.865444707,0.0,0.0
239616,36.9393008,0.0,0.0,38.2518920888,0.0,0.0
241664,48.2420519,0.0,0.0,49.680931068,0.0,0.0
243712,44.0881861,0.0,0.0,45.890132637,0.0,0.0
245760,53.1122034,0.0,0.0,54.932687869000006,0.0,0.0
247808,27.1650734,0.0,0.0,28.510853444,0.0,0.0
249856,44.9866799,0.0,0.0,46.937077109,0.0,0.0
251904,36.5586502,0.0,0.0,38.09837219,0.0,0.0
253952,46.659862999999994,0.0,0.0,48.45935051,0.0,0.0
256000,28.2621803,0.0,0.0,29.164275738999997,0.0,0.0
258048,40.478985699999996,0.0,0.0,41.870860946,0.0,0.0
260096,33.8576834,0.0,0.0,35.343509295000004,0.0,0.0
262144,49.5944631,0.0,0.0,51.53928915,0.0,0.0
264192,53.5949616,0.0,0.0,55.596818463,0.0,0.0
