timesteps,reward,rewD_sum,rewN_sum,rewP_sum,MD_sum,N_sum
2048,23.9479525,0.0,23.947952561341673,0.0,0.0,100.02433458585493
4096,23.1998421,0.0,23.199842209939906,0.0,0.0,99.04666057983411
timesteps,reward,rewD_sum,rewN_sum,rewP_sum,MD_sum,N_sum
2048,24.035878200000003,0.0,24.035878256372172,0.0,0.0,99.3319403590677
4096,21.9070343,0.0,21.9070344551719,0.0,0.0,97.8649722728906
6144,21.029852799999997,0.0,21.029852724633948,0.0,0.0,100.58135781421959
8192,20.2759857,0.0,20.27598563669855,0.0,0.0,99.79649838476692
10240,19.817444400000003,0.0,19.81744456616007,0.0,0.0,97.97724868184253
12288,20.039470700000003,0.0,20.03947075934506,0.0,0.0,98.83175011318961
14336,20.8875451,0.0,20.887545131545647,0.0,0.0,102.64165099967688
16384,20.2660029,0.0,20.266002826211484,0.0,0.0,99.60343375243521
18432,20.9088746,0.0,20.90887457835823,0.0,0.0,101.14163356560441
20480,20.612360799999998,0.0,20.612360928952487,0.0,0.0,100.35594277501151
22528,20.210109499999998,0.0,20.21010953362849,0.0,0.0,101.76517088668312
24576,20.9328504,0.0,20.932850419456624,0.0,0.0,103.4394864059157
26624,20.917521799999996,0.0,20.917521756389284,0.0,0.0,101.74674182114958
28672,21.9604124,0.0,21.960412477959192,0.0,0.0,102.33421168089117
30720,21.8911115,0.0,21.89111159430238,0.0,0.0,102.25002281653266
32768,21.8326874,0.0,21.832687425866975,0.0,0.0,103.94072772166393
34816,20.6890112,0.0,20.689011151269558,0.0,0.0,101.22585368322771
36864,20.777079899999997,0.0,20.777079922628435,0.0,0.0,101.5995606466702
38912,21.052284800000002,0.0,21.052284725851298,0.0,0.0,102.36167793749988
40960,20.427845099999995,0.0,20.427844968423088,0.0,0.0,101.01660359156435
43008,20.4650519,0.0,20.465051773336448,0.0,0.0,101.25348040127602
45056,22.3469489,0.0,22.346948989377047,0.0,0.0,106.0772994527797
47104,21.7702702,0.0,21.770270270936283,0.0,0.0,104.07768233158474
49152,22.34126,0.0,22.34126005584689,0.0,0.0,101.59877753174398
51200,22.968466799999998,0.0,22.968466790717876,0.0,0.0,101.62298532829467
53248,23.6269639,0.0,23.626963765210274,0.0,0.0,105.02115900489909
55296,22.111826999999998,0.0,22.111826916880183,0.0,0.0,101.93497945201862
57344,24.1259916,0.0,24.12599172506206,0.0,0.0,105.33207311726282
59392,22.8099771,0.0,22.8099771123998,0.0,0.0,102.28958077067486
61440,21.8284291,0.0,21.82842918186047,0.0,0.0,98.83158470605892
63488,24.1094121,0.0,24.10941205412796,0.0,0.0,102.45093321192073
65536,24.9061526,0.0,24.906152561335794,0.0,0.0,106.05395327773333
67584,23.788599100000003,0.0,23.788599135052266,0.0,0.0,103.65964098344789
69632,22.7983611,0.0,22.798361137972904,0.0,0.0,98.97545922341178
71680,22.842778,0.0,22.842777944263556,0.0,0.0,103.84777732274854
73728,22.5778487,0.0,22.57784862403357,0.0,0.0,104.59037861939514
75776,21.8297888,0.0,21.82978872795443,0.0,0.0,101.9594567286084
77824,21.7515669,0.0,21.751567034371266,0.0,0.0,105.82550735314453
79872,20.8364853,0.0,20.83648534842196,0.0,0.0,101.70733280705669
81920,22.3348966,0.0,22.334896646935555,0.0,0.0,104.23759288180993
