#{"t_start": 1620831859.0159636, "env_id": "mario_puzzle-v0"}
r,l,t
26.611672,99,81.025196
26.645319,99,153.759282
24.938006,99,224.344958
26.498357,99,296.91409
24.535067,99,371.225734
20.176238,99,443.439451
19.46311,99,513.424048
16.376933,99,588.662544
21.50235,99,662.473745
21.696402,99,733.586686
23.774033,99,799.175206
22.543348,99,875.77498
23.83164,99,950.918081
22.514762,99,1023.020796
23.503334,99,1097.76291
22.116431,99,1172.627175
22.466797,99,1245.923079
22.240138,99,1315.264266
20.782225,99,1388.646601
22.251522,99,1460.181203
23.120829,99,1530.683878
21.57166,99,1604.039119
22.35273,99,1676.504072
24.796066,99,1753.093593
23.102113,99,1825.463429
22.76222,99,1902.099925
20.1994,99,1974.884009
23.597197,99,2051.939754
26.884483,99,2122.252126
25.023107,99,2195.048635
24.330791,99,2265.791567
25.716257,99,2340.322505
24.89948,99,2416.714101
20.620238,99,2486.549287
21.280404,99,2562.033031
25.091218,99,2637.88511
21.505593,99,2710.067291
24.705967,99,2780.147652
26.138644,99,2850.596481
25.99558,99,2922.124776
22.514417,99,2994.815203
22.348186,99,3064.714669
21.321385,99,3138.076488
23.122358,99,3211.92068
18.068581,99,3282.691403
22.683684,99,3356.610142
19.74616,99,3427.135122
21.854691,99,3497.22309
20.620143,99,3574.901443
24.81149,99,3646.651181
26.132622,99,3720.00871
26.516875,99,3790.336171
25.125246,99,3862.396896
25.084538,99,3934.355757
26.321743,99,4003.982017
26.08551,99,4080.59041
27.281676,99,4152.433332
25.275529,99,4223.38099
26.016098,99,4293.371746
20.090061,99,4365.02196
30.058393,99,4435.139941
24.296899,99,4511.783699
26.446718,99,4583.323521
22.699165,99,4652.29118
23.126173,99,4730.396671
22.399199,99,4802.550352
24.903888,99,4876.52919
23.740379,99,4943.23678
23.279755,99,5010.739377
22.734828,99,5078.859914
15.221969,99,5145.589311
20.41783,99,5213.664166
20.858769,99,5287.48338
22.696469,99,5356.797378
19.386282,99,5425.876419
19.645691,99,5495.427089
22.441972,99,5566.86403
21.010052,99,5638.263377
21.455654,99,5702.86864
21.848782,99,5774.994956
21.721058,99,5848.244292
19.820658,99,5919.461067
18.268399,99,5990.662711
17.926626,99,6058.071994
19.904376,99,6125.477053
18.84521,99,6197.307449
17.399707,99,6265.126657
23.122128,99,6335.805393
19.027335,99,6405.530009
22.093966,99,6475.792938
19.042249,99,6544.180259
18.520013,99,6615.161302
21.311567,99,6684.871575
21.743804,99,6751.830964
19.549608,99,6825.489328
17.524518,99,6891.929327
19.171604,99,6958.020967
18.602907,99,7024.689206
20.229229,99,7097.702378
17.850148,99,7167.090458
18.800034,99,7235.22429
22.962185,99,7308.200041
18.449123,99,7379.692544
20.254117,99,7447.326833
22.763731,99,7517.299973
20.389217,99,7583.375476
23.04564,99,7655.115447
14.644389,99,7725.365322
24.41879,99,7792.374006
21.625672,99,7869.10713
21.274335,99,7938.431784
21.741941,99,8014.953937
15.22531,99,8087.421506
13.619605,99,8153.532761
13.131804,99,8225.1073
12.894381,99,8298.73913
13.046905,99,8366.26759
13.791141,99,8439.001251
15.789031,99,8512.292838
13.058813,99,8582.474525
12.781991,99,8655.312094
14.261719,99,8726.154246
20.535087,99,8798.82389
20.004321,99,8867.555338
19.805836,99,8940.067723
24.229839,99,9010.744184
19.536603,99,9082.551194
24.215377,99,9150.233652
18.999776,99,9225.232238
20.302185,99,9296.994416
21.428194,99,9365.463186
22.566915,99,9436.95723
19.943766,99,9511.784669
19.712084,99,9584.567427
17.383122,99,9655.598135
16.093747,99,9726.687607
17.441938,99,9796.759463
18.545613,99,9870.358882
18.820733,99,9942.484816
17.255164,99,10014.255975
16.825176,99,10085.795671
15.689967,99,10152.429883
18.865028,99,10227.586075
19.290177,99,10298.922775
21.446895,99,10371.006555
22.020594,99,10442.698034
25.820785,99,10519.31023
24.676765,99,10590.51504
21.115217,99,10665.008168
22.143727,99,10741.877227
23.649652,99,10813.264349
21.768,99,10887.81681
17.496155,99,10964.018755
23.498291,99,11034.357364
19.604502,99,11104.779079
21.044421,99,11178.303348
21.678401,99,11257.442316
22.545623,99,11334.763381
24.478714,99,11404.612947
26.847382,99,11475.948869
21.135137,99,11548.673377
25.710171,99,11620.143205
25.745042,99,11695.885148
28.361948,99,11766.179922
28.108463,99,11839.890437
33.777952,99,11914.695078
33.515918,99,11988.331801
30.994749,99,12064.808892
27.661883,99,12140.59166
28.157626,99,12210.935826
27.633957,99,12279.891789
27.1298,99,12352.7201
30.768888,99,12423.397232
28.810789,99,12498.297873
28.373176,99,12572.306877
26.174404,99,12647.700032
22.563982,99,12721.254451
19.346275,99,12798.081264
22.056557,99,12870.44473
17.763482,99,12947.555768
17.050071,99,13022.134791
19.148306,99,13095.503211
18.605686,99,13173.008161
16.205779,99,13247.963034
21.412805,99,13325.642989
19.478469,99,13397.476355
21.424443,99,13476.842555
20.549894,99,13553.524755
20.050205,99,13633.372638
22.416727,99,13712.354519
22.475932,99,13788.375908
25.700249,99,13865.570228
22.001678,99,13938.731401
22.005273,99,14013.185871
23.422974,99,14090.140809
23.189202,99,14164.481336
23.606835,99,14236.473785
23.596357,99,14312.877254
25.743424,99,14390.684626
26.187994,99,14463.91796
25.169401,99,14540.593756
27.00788,99,14619.034631
25.685011,99,14691.468853
19.109613,99,14761.475486
17.527133,99,14839.075038
19.23153,99,14915.135917
17.710775,99,14990.942557
18.384908,99,15069.67608
19.276233,99,15147.0143
20.42005,99,15220.218477
15.114839,99,15289.376152
19.084496,99,15368.29882
22.859174,99,15442.554765
23.994021,99,15516.262014
31.100798,99,15588.643729
25.619131,99,15662.555985
26.250654,99,15738.342615
27.227676,99,15815.659988
28.450026,99,15890.327887
27.162598,99,15963.579007
26.953651,99,16039.059155
23.622172,99,16112.971963
25.593856,99,16189.641174
28.837639,99,16263.470362
25.151207,99,16339.683715
24.377222,99,16414.550598
27.74665,99,16486.466408
28.090555,99,16559.670419
26.571847,99,16633.742194
28.823436,99,16709.589038
30.345556,99,16785.233449
29.222609,99,16858.16953
26.293528,99,16928.909109
28.747051,99,17000.838245
26.458688,99,17076.423124
26.447285,99,17151.430427
26.762156,99,17222.528339
25.712721,99,17295.923291
23.065637,99,17371.200727
18.587941,99,17448.375389
21.637877,99,17521.658539
19.947656,99,17596.566548
20.519358,99,17668.910445
17.631971,99,17744.549077
20.276865,99,17812.557931
21.891305,99,17888.816215
21.834005,99,17963.511958
24.410725,99,18038.722944
21.735599,99,18114.909398
23.507531,99,18186.379358
23.553253,99,18260.812278
26.389457,99,18337.733469
19.6697,99,18410.293546
21.088119,99,18485.785871
20.31273,99,18559.436796
23.155331,99,18630.252725
19.014987,99,18702.870562
20.43022,99,18778.04369
22.405854,99,18850.580245
20.675321,99,18921.516986
22.947257,99,18997.487036
17.2829,99,19069.190623
21.04609,99,19142.088409
20.079344,99,19217.740615
17.126857,99,19291.33155
25.661505,99,19368.141215
25.208416,99,19439.353487
21.69977,99,19511.849601
25.795363,99,19586.535573
25.925855,99,19662.964473
25.048767,99,19738.160722
26.599071,99,19816.766366
27.675553,99,19888.798412
24.391433,99,19965.568702
25.666625,99,20040.944813
27.630551,99,20117.618717
22.109176,99,20191.327759
21.093952,99,20265.50151
20.642442,99,20338.485233
19.29378,99,20413.132321
19.166432,99,20483.584063
18.753595,99,20561.565121
17.797266,99,20636.342505
16.383179,99,20711.053737
14.21627,99,20786.023158
16.203541,99,20857.482592
10.959352,99,20934.112088
15.388207,99,21008.640817
18.013749,99,21088.019643
19.016571,99,21162.855278
22.419933,99,21238.591902
21.642606,99,21312.01721
21.518442,99,21388.627969
21.781934,99,21465.618132
20.262579,99,21541.471954
22.459896,99,21619.043619
19.089758,99,21699.413258
20.480878,99,21775.644562
20.033666,99,21850.742363
19.677813,99,21924.832912
22.706923,99,22000.676012
21.863108,99,22071.251748
20.98721,99,22149.919231
24.222881,99,22220.44465
27.023816,99,22297.748812
25.531809,99,22369.939517
24.907214,99,22443.212143
24.215189,99,22515.853413
21.393387,99,22592.313327
22.031156,99,22667.406967
25.588738,99,22738.853218
20.391129,99,22815.542543
23.605758,99,22891.605787
21.351703,99,22965.292978
23.203366,99,23039.789564
18.836016,99,23112.190382
21.292923,99,23184.879479
22.56023,99,23259.78888
23.11904,99,23333.340101
24.114103,99,23408.184156
23.825877,99,23481.42855
24.354244,99,23555.699549
21.777781,99,23627.141195
22.778171,99,23697.779152
22.417841,99,23771.194108
19.02262,99,23842.617254
24.427805,99,23916.726019
21.77623,99,23987.188903
24.59333,99,24060.012605
20.262936,99,24133.244792
23.573764,99,24205.791015
18.669894,99,24280.423376
17.585987,99,24352.337976
19.404715,99,24424.87413
16.922001,99,24495.495633
18.570226,99,24568.297765
19.127916,99,24640.353198
15.697876,99,24711.494557
15.245481,99,24786.536028
18.68684,99,24860.242765
15.084728,99,24937.753771
19.97928,99,25011.10315
19.757546,99,25086.339483
21.576378,99,25160.230499
18.407282,99,25229.176679
21.198567,99,25299.850616
18.327129,99,25371.009978
22.831961,99,25444.630605
17.547385,99,25519.119748
23.551047,99,25595.057529
25.428086,99,25671.035927
23.409169,99,25743.037755
28.91593,99,25817.667916
23.286593,99,25885.89524
22.807689,99,25957.067727
24.867884,99,26028.476699
25.855872,99,26099.416545
25.361327,99,26176.5655
25.361663,99,26251.724637
21.918424,99,26323.983394
26.690308,99,26401.384309
25.356676,99,26469.044694
26.128944,99,26539.023302
30.381159,99,26610.404196
32.37696,99,26683.069493
25.978719,99,26752.934064
26.222294,99,26824.776449
30.832399,99,26901.723147
28.889384,99,26977.960439
25.761788,99,27048.43199
24.735679,99,27119.779008
24.501912,99,27193.90935
23.885531,99,27268.543111
23.063717,99,27342.287293
25.265663,99,27414.264289
23.273935,99,27486.941539
21.310294,99,27558.680137
26.406652,99,27631.50279
25.398242,99,27703.270113
24.509459,99,27772.641409
21.641985,99,27846.418864
25.532905,99,27917.011883
24.036188,99,27990.006206
31.942951,99,28062.405757
32.941479,99,28134.827488
35.339954,99,28207.190761
29.467088,99,28282.745112
34.270478,99,28357.804916
33.084712,99,28431.088588
32.692372,99,28505.893259
32.87602,99,28580.682675
31.698403,99,28655.55206
29.329673,99,28729.453217
27.12642,99,28803.688065
29.263423,99,28875.480789
20.515748,99,28948.621547
18.5089,99,29020.796599
25.121174,99,29097.44167
25.588741,99,29168.380126
26.281797,99,29241.618635
21.031567,99,29314.820651
25.678059,99,29385.876064
23.027677,99,29458.320087
24.637961,99,29532.970196
25.647097,99,29607.670172
24.062173,99,29681.48772
23.352041,99,29756.848681
20.51888,99,29830.13423
18.979443,99,29903.853968
20.682417,99,29977.601237
21.371202,99,30052.905209
22.191347,99,30126.45897
19.729596,99,30202.155703
17.830679,99,30279.494686
19.682588,99,30352.752081
22.103767,99,30427.525824
19.675581,99,30506.209405
22.260476,99,30577.856547
20.170608,99,30647.992365
23.17546,99,30721.545269
24.947705,99,30792.230858
23.552697,99,30864.489661
24.174073,99,30941.976089
28.867452,99,31017.819234
22.215916,99,31091.832333
22.933279,99,31160.635916
24.740902,99,31235.079059
19.844815,99,31311.255158
22.990941,99,31381.508824
22.048401,99,31453.319365
23.448731,99,31528.274934
22.904917,99,31601.455411
25.286681,99,31673.572133
24.030898,99,31746.087752
24.255368,99,31821.349352
25.137845,99,31894.401233
21.156138,99,31972.883128
28.131411,99,32047.290272
25.069258,99,32123.493986
28.722053,99,32191.729547
27.005414,99,32268.138385
26.071845,99,32342.39435
26.339689,99,32413.395629
25.198765,99,32489.417272
25.552241,99,32562.267072
30.136253,99,32632.714964
31.776794,99,32706.354908
32.235056,99,32780.525184
31.894192,99,32855.678838
27.697593,99,32927.115361
28.764466,99,33002.572934
25.302917,99,33074.897695
26.191508,99,33150.799733
28.55488,99,33225.934274
27.200054,99,33294.591051
25.693585,99,33367.967406
23.997283,99,33440.732313
22.391597,99,33519.752784
22.536762,99,33594.721645
19.036355,99,33665.302695
21.843446,99,33738.06633
19.972302,99,33811.270263
19.23061,99,33882.547697
22.00955,99,33956.627248
21.630653,99,34029.726011
25.349898,99,34097.838839
24.272597,99,34167.166335
28.83146,99,34237.26404
28.340999,99,34309.596007
27.405863,99,34383.755181
27.280712,99,34456.742765
25.354143,99,34528.939017
25.396934,99,34603.323227
25.362681,99,34680.052409
22.344478,99,34756.044275
26.66925,99,34826.669005
24.093451,99,34899.344929
22.822029,99,34972.724608
23.75638,99,35040.86235
21.243431,99,35116.368668
22.739463,99,35190.958228
20.758857,99,35267.063948
19.773264,99,35340.256036
19.580918,99,35409.37074
18.619956,99,35483.708208
19.36704,99,35561.233244
21.95212,99,35638.910162
19.001967,99,35709.47825
15.313282,99,35780.910342
17.941999,99,35856.873068
18.910714,99,35927.99072
17.155994,99,35999.262905
19.000242,99,36073.831317
18.270024,99,36145.439541
15.060064,99,36219.035516
19.047006,99,36294.417215
17.91678,99,36366.119304
20.462392,99,36443.555163
16.715478,99,36517.660524
24.834993,99,36592.090124
24.234557,99,36669.192884
26.065366,99,36747.590055
25.77765,99,36824.573074
26.808592,99,36897.734651
26.041392,99,36973.826119
26.154201,99,37047.338477
25.196722,99,37120.532629
31.042238,99,37190.850617
29.774867,99,37264.412431
34.298355,99,37335.379544
33.673413,99,37414.870728
25.747123,99,37492.103863
27.757832,99,37564.731019
28.220848,99,37637.929134
23.395814,99,37713.757131
23.859809,99,37788.3148
24.696764,99,37862.458927
27.481901,99,37933.200657
21.486137,99,38005.037622
25.053575,99,38079.665535
24.34885,99,38153.805033
21.927565,99,38226.724056
21.148054,99,38300.666276
19.992347,99,38374.274505
28.059316,99,38445.439768
31.931655,99,38519.449031
28.754582,99,38597.018189
29.508916,99,38671.122157
29.229109,99,38744.253208
29.027927,99,38814.167654
27.404598,99,38891.050053
31.339267,99,38964.253057
29.657575,99,39041.368797
27.979891,99,39115.033278
27.662242,99,39186.961508
24.62418,99,39263.669793
29.73776,99,39337.0023
28.323381,99,39409.180511
26.676545,99,39488.470619
28.509064,99,39560.815547
29.566958,99,39635.726967
29.777335,99,39708.999044
28.304094,99,39779.375448
27.279718,99,39853.759882
32.942763,99,39930.588452
30.993232,99,40002.615993
28.406464,99,40078.334632
31.136155,99,40153.678902
28.657323,99,40228.112242
29.255202,99,40304.129918
29.464378,99,40380.146539
26.846729,99,40457.778611
27.664894,99,40533.478201
22.957762,99,40612.381427
25.013891,99,40682.677122
25.092155,99,40755.49299
23.205732,99,40833.419543
26.261143,99,40907.262762
21.044582,99,40982.023549
23.092885,99,41057.673553
21.773852,99,41137.735197
22.105615,99,41206.975756
17.319119,99,41285.143079
14.452249,99,41360.474494
19.693134,99,41433.254079
15.087902,99,41509.383039
16.10527,99,41581.514093
25.566878,99,41658.523839
32.199346,99,41732.158596
36.557183,99,41808.372595
33.909942,99,41882.795324
32.136532,99,41954.887626
29.622346,99,42027.919883
25.179695,99,42104.96607
21.679496,99,42174.892863
22.641703,99,42250.122703
23.455603,99,42328.540505
