timesteps,reward,rewD_sum,rewN_sum,rewP_sum,MD_sum,N_sum
2048,7.942637399999998,8.516481292903325,0.0,13.0112958937,0.0,0.0
4096,3.6342868000000004,4.342179935997416,0.0,6.34310496,0.0,0.0
6144,10.5244701,11.234282680019419,0.0,16.99090543,0.0,0.0
8192,5.857878100000001,6.429013446466786,0.0,9.181876528299998,0.0,0.0
10240,3.7412208000000007,4.290448991206161,0.0,7.266334957,0.0,0.0
12288,6.707833799999999,7.270664559655041,0.0,11.6881031767,0.0,0.0
14336,5.9464676,6.757822330110637,0.0,9.860146774,0.0,0.0
16384,7.384108299999999,8.269165072042842,0.0,11.829537096000001,0.0,0.0
18432,10.1046844,10.806585339446226,0.0,15.576356742000002,0.0,0.0
20480,9.4827233,10.309797847612336,0.0,14.4658713694,0.0,0.0
22528,7.9322574,8.604583835493703,0.0,13.460290314000002,0.0,0.0
24576,5.160019700000001,5.930673056803704,0.0,8.358512023,0.0,0.0
26624,6.297074699999999,7.095283385627683,0.0,11.2442460727,0.0,0.0
28672,9.2302254,10.039005756147278,0.0,14.368707244000001,0.0,0.0
30720,12.4848914,12.881268764846237,0.0,20.508837859,0.0,0.0
32768,9.2945687,9.792288117530381,0.0,16.148304911999997,0.0,0.0
34816,11.567351799999999,12.2902785644076,0.0,17.2513392036,0.0,0.0
36864,10.3403293,10.998242150737727,0.0,16.0945146607,0.0,0.0
38912,5.6813255,6.306897203056067,0.0,9.142957136700002,0.0,0.0
40960,7.741097599999999,8.513479075454681,0.0,11.452287285999999,0.0,0.0
43008,12.1810566,12.90628197992562,0.0,19.627977109999996,0.0,0.0
45056,6.358106600000001,6.921089803253406,0.0,10.673679645700002,0.0,0.0
47104,10.424459500000001,11.130363085474015,0.0,14.652691459,0.0,0.0
49152,12.8921693,13.563252085742494,0.0,19.800018483,0.0,0.0
51200,14.013762200000002,14.685989372110862,0.0,22.388624379330004,0.0,0.0
