timesteps,reward,rewD_sum,rewN_sum,rewP_sum,MD_sum,N_sum
2048,7.919501500000001,0.0,0.0,13.667450231,0.0,0.0
timesteps,reward,rewD_sum,rewN_sum,rewP_sum,MD_sum,N_sum
2048,10.910960600000001,0.0,0.0,18.3502843337,0.0,0.0
timesteps,reward,rewD_sum,rewN_sum,rewP_sum,MD_sum,N_sum
2048,12.2293542,0.0,0.0,20.058522958700003,0.0,0.0
timesteps,reward,rewD_sum,rewN_sum,rewP_sum,MD_sum,N_sum
2048,10.9637823,0.0,0.0,18.603915918000002,0.0,0.0
timesteps,reward,rewD_sum,rewN_sum,rewP_sum,MD_sum,N_sum
2048,10.709980000000002,0.0,0.0,18.467425705,0.0,0.0
timesteps,reward,rewD_sum,rewN_sum,rewP_sum,MD_sum,N_sum
2048,6.8969808000000015,0.0,0.0,11.740688562999999,0.0,0.0
4096,4.857465299999999,0.0,0.0,9.77039116,0.0,0.0
6144,4.0447538000000005,0.0,0.0,5.92056904,0.0,0.0
timesteps,reward,rewD_sum,rewN_sum,rewP_sum,MD_sum,N_sum
2048,8.9576695,0.0,0.0,15.707430855000002,0.0,0.0
4096,4.713552099999999,0.0,0.0,8.301647321999999,0.0,0.0
6144,12.7479675,0.0,0.0,20.039179799,0.0,0.0
8192,7.186197900000001,0.0,0.0,11.993558836,0.0,0.0
10240,4.257516700000001,0.0,0.0,8.343500098,0.0,0.0
12288,5.671003799999999,0.0,0.0,9.783869720999999,0.0,0.0
14336,6.250311399999999,0.0,0.0,11.4670072485,0.0,0.0
16384,9.404927599999999,0.0,0.0,16.440022171000003,0.0,0.0
18432,2.2786123000000003,0.0,0.0,5.404376138,0.0,0.0
20480,7.4942667,0.0,0.0,12.5513712487,0.0,0.0
22528,4.8491594,0.0,0.0,9.422698540699999,0.0,0.0
24576,5.5327715,0.0,0.0,10.258782578000002,0.0,0.0
26624,5.452946000000001,0.0,0.0,9.076934202,0.0,0.0
28672,6.273059399999999,0.0,0.0,9.698837139,0.0,0.0
30720,10.5616788,0.0,0.0,19.757976763699997,0.0,0.0
32768,9.414399399999999,0.0,0.0,15.401407293400002,0.0,0.0
34816,7.5121441,0.0,0.0,12.338845038,0.0,0.0
timesteps,reward,rewD_sum,rewN_sum,rewP_sum,MD_sum,N_sum
2048,9.397269,0.0,0.0,16.8033457701,0.0,0.0
4096,4.870432500000001,0.0,0.0,9.564164924,0.0,0.0
6144,9.5518888,0.0,0.0,16.078435469,0.0,0.0
8192,5.5729653,0.0,0.0,9.534752843000001,0.0,0.0
10240,5.3000788,0.0,0.0,10.076489117,0.0,0.0
12288,7.411749,0.0,0.0,13.3301162907,0.0,0.0
14336,6.9208294,0.0,0.0,11.758621582530001,0.0,0.0
16384,9.640107299999999,0.0,0.0,14.925132314999999,0.0,0.0
18432,6.8106887,0.0,0.0,11.569303418,0.0,0.0
20480,8.8918225,0.0,0.0,16.0571661198,0.0,0.0
