#{"t_start": 1621298919.2346013, "env_id": "mario_puzzle-v0"}
r,l,t
103.073005,99,80.61511
95.157814,99,150.674445
97.351181,99,238.154396
100.331789,99,578.18166
97.158898,99,879.97535
102.97323,99,1150.946208
105.186906,99,1442.860299
95.22514,99,1763.083046
103.486047,99,2068.923056
98.013853,99,2364.62414
100.977101,99,2661.342493
100.698927,99,2979.110702
103.599555,99,3302.378132
112.059422,99,3591.696804
97.399945,99,3885.440755
95.502791,99,4207.364364
103.448673,99,4506.34819
105.529957,99,4807.705913
93.030996,99,4983.717258
102.157707,99,5132.651735
108.53633,99,5308.046677
112.174545,99,5488.737291
102.250362,99,5660.662277
104.383588,99,5844.477707
101.879388,99,6014.039552
103.555759,99,6192.077806
102.949028,99,6365.52132
97.204631,99,6541.1014
98.340085,99,6704.194208
95.561877,99,6879.528869
90.271763,99,7045.330573
108.58681,99,7201.221178
96.422452,99,7377.543654
104.496411,99,7541.189128
103.003135,99,7720.321883
108.397244,99,7894.086285
102.152444,99,8053.537215
91.637234,99,8209.942758
96.42183,99,8385.275995
100.39435,99,8544.263214
97.919571,99,8716.033396
106.88155,99,8872.580854
102.024169,99,9039.555947
108.485587,99,9197.841364
98.995283,99,9360.75672
110.213327,99,9536.004155
100.394309,99,9696.051089
111.317284,99,9864.568296
103.206957,99,10040.574678
103.88938,99,10207.73287
103.553615,99,10382.803158
94.186705,99,10545.553842
105.117677,99,10712.049409
105.345756,99,10881.017282
111.414984,99,11044.373512
94.71054,99,11226.683722
116.333491,99,11395.089819
103.881174,99,11559.741962
106.437345,99,11723.433135
105.750165,99,11894.100326
103.960247,99,12057.860256
104.298859,99,12228.6868
102.520292,99,12399.662197
98.418594,99,12561.293439
101.281629,99,12731.980812
104.662763,99,12903.647151
113.514103,99,13070.848289
121.289628,99,13224.481499
102.298229,99,13391.501941
101.016236,99,13551.110432
99.379748,99,13713.339273
107.75735,99,13876.682239
97.778242,99,14046.872846
94.489585,99,14217.703498
107.825179,99,14391.886877
114.543249,99,14557.731833
101.768535,99,14735.66006
100.666458,99,14897.612667
94.554179,99,15051.675731
103.850138,99,15224.235587
106.961327,99,15389.821176
94.280278,99,15551.952012
98.717488,99,15713.211753
111.124568,99,15880.621191
101.688288,99,16046.266516
102.646296,99,16216.682123
100.728103,99,16385.860056
116.062625,99,16547.402896
98.735651,99,16710.480196
108.430158,99,16872.466478
106.232963,99,17032.574281
96.176097,99,17203.596744
101.280224,99,17368.035223
106.969458,99,17529.78877
106.261751,99,17698.783898
101.7549,99,17857.640221
105.309876,99,17999.545573
105.658726,99,18148.652155
102.592658,99,18321.006743
102.413539,99,18480.996554
113.250484,99,18628.963469
110.56115,99,18796.656496
108.612281,99,18964.623158
113.929096,99,19129.869618
103.109472,99,19279.422912
103.222472,99,19425.328176
108.604853,99,19586.120054
109.426468,99,19749.360877
104.483256,99,19908.879399
96.527716,99,20079.187682
101.78883,99,20248.109553
104.719262,99,20427.175695
105.012032,99,20592.482276
111.4454,99,20751.512229
108.163297,99,20926.088396
99.634858,99,21089.511152
103.439144,99,21252.313585
104.925915,99,21410.901771
98.802907,99,21572.518298
108.430089,99,21735.023585
107.170041,99,21901.57757
109.447942,99,22061.570619
108.261205,99,22223.29301
98.378321,99,22388.510641
107.974604,99,22554.819482
95.012308,99,22727.667021
113.741672,99,22902.852161
111.775065,99,23027.853277
102.764768,99,23097.007834
107.459593,99,23167.714329
111.687248,99,23236.516091
97.227896,99,23303.130362
110.29629,99,23377.779433
103.871769,99,23450.952839
96.369877,99,23530.549307
110.604125,99,23602.398525
103.460349,99,23671.391045
104.706731,99,23747.276055
99.614978,99,23818.95477
112.652206,99,23891.618021
106.679336,99,23964.960935
104.159595,99,24033.94505
112.799152,99,24105.777854
108.478076,99,24179.410673
109.111532,99,24252.234933
102.635189,99,24325.933939
103.934724,99,24397.479676
98.687223,99,24468.867474
106.206041,99,24538.924991
105.858785,99,24617.632996
110.549527,99,24691.299151
119.437788,99,24763.832457
108.746403,99,24838.612826
109.254121,99,24910.259624
103.302721,99,24981.892115
104.733216,99,25059.237893
99.54039,99,25138.785462
107.460451,99,25214.353327
99.727695,99,25290.06834
103.439995,99,25363.834173
102.287725,99,25435.784785
99.387233,99,25508.627014
106.193227,99,25589.011894
100.858999,99,25661.930124
102.118806,99,25735.076902
106.632311,99,25805.887878
109.796488,99,25885.107635
111.382036,99,25962.121094
105.883405,99,26036.590202
105.751271,99,26108.834811
105.34483,99,26178.474588
97.345321,99,26250.949681
102.98372,99,26325.470297
108.552039,99,26398.838588
112.635044,99,26472.742156
114.906517,99,26548.429246
107.371106,99,26618.639523
99.745757,99,26694.803164
116.45453,99,26767.506966
98.073135,99,26838.388502
103.32768,99,26907.718591
100.638615,99,26979.583529
103.893742,99,27049.038667
104.416615,99,27120.212714
101.754544,99,27189.875078
99.781332,99,27256.694985
117.104204,99,27332.944326
108.696391,99,27404.039581
110.959499,99,27477.29174
106.736762,99,27556.852239
94.373766,99,27628.093536
116.454002,99,27700.096412
96.946208,99,27771.557513
105.268179,99,27846.010604
103.452963,99,27917.388733
114.812834,99,27986.902169
123.903143,99,28059.194309
102.306219,99,28132.176388
102.099693,99,28205.219527
106.412532,99,28274.529103
109.683894,99,28349.713757
107.370505,99,28423.837779
107.174151,99,28494.414222
106.922984,99,28566.392705
111.617789,99,28641.196054
118.523988,99,28715.159739
108.98939,99,28784.958929
108.257941,99,28860.565187
