#{"t_start": 1620550489.656901, "env_id": "mario_puzzle-v0"}
r,l,t
24.983403,19,52.495144
6.632273,5,65.951897
2.6975,3,76.324546
0.21491,1,77.135836
31.010013,27,145.970288
18.500413,13,178.600918
5.860128,4,190.052168
27.620993,21,244.47068
33.000261,24,302.225696
20.067719,15,343.145132
18.184587,13,380.240089
24.627763,17,428.692029
18.209926,13,480.850872
15.245619,11,504.712753
0.719765,1,510.780463
7.460425,6,523.020219
5.624921,5,533.14856
2.659942,2,538.8803
11.811389,9,561.511002
17.431645,13,601.830966
6.067571,4,616.633223
2.78461,3,622.77121
1.929028,2,630.627405
4.313859,3,637.780697
6.76239,5,651.070788
8.609926,6,663.277369
55.990412,41,770.546528
5.53633,4,782.192106
2.050808,2,787.635692
11.023112,8,806.447374
11.995264,9,834.227808
2.982495,2,838.301548
3.783609,4,848.138641
1.32807,1,853.127847
8.097103,6,867.022286
19.833821,16,913.67878
8.946136,8,931.656305
3.369563,3,940.165695
33.301705,26,1004.320609
8.919126,7,1022.538535
2.505595,2,1026.544148
20.895774,15,1065.404346
25.180226,20,1124.697755
1.362116,1,1127.966923
16.347505,13,1164.536311
8.003,7,1185.411515
6.480103,5,1198.213532
27.79139,23,1258.887279
30.959719,25,1326.808921
6.211552,5,1343.478417
7.840771,6,1363.664444
18.281965,15,1407.904634
14.265086,11,1435.688197
7.586442,6,1452.887599
55.925555,46,1570.708087
5.047235,4,1582.378838
0.254473,1,1583.313339
9.527507,7,1601.988352
19.822325,16,1640.436676
7.37763,6,1655.711645
26.736479,22,1718.378196
20.447101,16,1758.018061
6.420215,6,1775.039395
32.395808,26,1843.816809
23.880992,19,1904.235173
7.23424,5,1919.716244
3.805497,4,1928.08096
12.435963,10,1956.230666
2.443092,2,1961.417337
7.374659,6,1979.066165
6.991105,6,1990.893388
8.666018,7,2013.704239
10.917677,9,2033.617314
8.584166,7,2055.385732
3.773172,4,2067.643384
8.759804,7,2085.156471
17.957996,14,2122.191256
50.065029,41,2223.344787
11.830839,9,2249.038026
15.332594,12,2276.13007
