timesteps,reward,rewF_sum,rewH_sum,rewP_sum,F_sum,H_sum
2048,16.2170427,0,3.403319507,12.81372323,0,16.89344809
4096,13.186524,0,2.472665209,10.71385896,0,12.94290099
6144,8.5979954,0,1.886674532,6.711320868,0,9.191496515
8192,9.3340326,0,2.344528073,6.989504378,0,10.64484618
10240,14.58998,0,3.377832304,11.2121477,0,15.03819552
12288,7.7205658,0,1.967735364,5.752830404,0,9.551483549
14336,12.7178717,0,3.013084291,9.704787306,0,14.24895267
16384,13.5744266,0,3.099379534,10.47504705,0,14.13031672
18432,21.2490476,0,4.357937424,16.89110989,0,21.86788105
20480,15.1011815,0,3.233812713,11.8673687,0,14.51038789
22528,14.7619522,0,3.271196908,11.4907553,0,15.8230396
24576,16.1681834,0,3.715677644,12.45250579,0,16.84336422
26624,16.3418537,0,3.251110057,13.09074368,0,16.23186496
28672,15.3165876,0,3.053523304,12.2630643,0,14.61346658
30720,14.9811043,0,3.427203653,11.55390061,0,16.06645085
32768,14.7330943,0,3.538837093,11.19425706,0,16.62822145
34816,9.1502084,0,2.089644659,7.06056364,0,9.91474546
36864,12.0314468,0,2.671731897,9.359714933,0,13.26084004
38912,19.9575737,0,3.871379797,16.08619393,0,20.45850925
40960,16.5498537,0,3.831458197,12.71839533,0,17.85714827
43008,12.0558879,0,3.184427334,8.871460562,0,14.98367083
45056,14.8552487,0,3.247241851,11.60800699,0,15.44057116
47104,14.420568,0,3.49430857,10.92625951,0,14.84385576
49152,16.3004082,0,3.829810462,12.47059766,0,17.29230313
51200,13.8623364,0,2.879049977,10.98328634,0,14.44477102
53248,12.2707701,0,2.621718023,9.649052002,0,12.41660238
55296,22.0701361,0,4.821426542,17.2487097,0,22.8255989
57344,11.998682,0,2.428052155,9.570629788,0,12.35006396
59392,20.3936821,0,4.82562141,15.56806066,0,20.57332237
61440,24.6970551,0,5.36805594,19.32899915,0,24.27405635
63488,14.0052575,0,3.498828182,10.50642929,0,15.56448072
65536,15.380795,0,3.444752054,11.9360429,0,17.09053309
67584,12.3206478,0,2.524749567,9.79589827,0,11.74577612
69632,15.5998659,0,3.599075191,12.00079069,0,17.6190114
71680,16.4977531,0,3.599197857,12.89855529,0,17.92423359
73728,15.5468649,0,2.97743477,12.56943003,0,16.07869232
75776,10.8080621,0,2.148562498,8.659499567,0,11.49837812
77824,13.6394109,0,3.048844994,10.5905659,0,14.65668701
79872,17.4223373,0,3.140783162,14.28155412,0,15.78263845
81920,18.0328668,0,3.209587168,14.8232796,0,17.4852619
83968,13.8253916,0,3.066267686,10.75912384,0,14.65419681
86016,26.1482256,0,4.857053832,21.2911717,0,23.90007317
88064,17.7999519,0,4.245045871,13.55490611,0,19.50549642
90112,21.9460994,0,4.522796096,17.42330331,0,20.97230065
92160,31.6571796,0,5.887170038,25.77000954,0,30.03427004
94208,13.9573992,0,3.05678116,10.90061817,0,14.26659092
96256,17.5799076,0,3.839996145,13.73991138,0,18.02712245
98304,28.0509648,0,4.846760542,23.20420432,0,25.31285048
100352,10.7347498,0,2.571236766,8.163513149,0,12.16847237
102400,23.7465077,0,4.855073901,18.89143375,0,23.70658497
104448,14.7475206,0,3.327836471,11.41968413,0,15.64321685
106496,20.8676019,0,4.080953727,16.78664836,0,21.24577257
108544,28.7774916,0,5.608434729,23.16905689,0,27.59405636
110592,20.9827607,0,4.591659969,16.39110067,0,21.85982719
112640,31.9886091,0,5.897124036,26.09148494,0,29.5092589
114688,17.592108,0,3.51031535,14.08179257,0,17.47857208
116736,34.4920824,0,6.705225493,27.7868569,0,31.89975104
118784,16.596831,0,3.801935667,12.79489531,0,16.9548747
120832,29.1810641,0,6.211159547,22.96990454,0,29.15974081
122880,35.7666344,0,6.572792281,29.19384191,0,32.31885368
124928,44.5141809,0,9.024304671,35.48987636,0,41.77844964
126976,21.7321093,0,4.693881536,17.03822773,0,22.88186117
129024,19.8287832,0,3.732434509,16.09634858,0,19.80012918
131072,20.0007613,0,4.041415467,15.95934579,0,20.77877965
133120,24.4172122,0,4.589562144,19.82764999,0,24.79459473
135168,36.6310788,0,6.086786482,30.54429226,0,32.66433231
137216,23.2987853,0,4.856361821,18.44242352,0,22.96283896
139264,17.4717597,0,3.669993557,13.80176606,0,17.81673841
141312,30.0622028,0,5.595430999,24.46677164,0,28.00861384
143360,21.0886409,0,4.331971928,16.75666893,0,20.17159285
145408,17.0003602,0,3.886437276,13.11392284,0,18.38907288
147456,15.4062701,0,3.425141574,11.98112866,0,16.12824029
149504,31.9767345,0,5.985268283,25.99146607,0,28.2570949
151552,25.2967673,0,5.206155348,20.0906121,0,23.07369039
153600,52.3380294,0,10.52554617,41.81248335,0,44.16771025
155648,18.0157763,0,3.822035855,14.19374052,0,17.73565238
157696,39.88597,0,7.70251587,32.18345429,0,35.25073875
159744,30.743222,0,6.44886752,24.29435457,0,28.96501235
161792,44.5305896,0,8.73632248,35.79426724,0,39.09508342
163840,46.5772804,0,7.979762782,38.59751764,0,40.64423906
167936,36.6960022,0,6.399382268,30.29661985,0,32.76221519
169984,39.9057857,0,6.74008902,33.16569661,0,35.83235554
172032,37.9099081,0,6.004555925,31.90535218,0,31.93302629
174080,36.9728246,0,6.691384857,30.28143981,0,33.03110783
176128,35.7433027,0,6.142528024,29.60077457,0,33.32741075
178176,37.5156996,0,7.032064288,30.48363522,0,32.08481438
180224,42.5172151,0,8.137627626,34.37958749,0,36.22964822
182272,43.7854573,0,8.080405526,35.70505186,0,37.32887837
184320,40.7813518,0,7.762064624,33.01928714,0,35.59771449
186368,28.9197192,0,5.67057782,23.24914151,0,26.53109449
188416,34.1599436,0,6.186899572,27.97304412,0,29.59314473
190464,52.1708801,0,8.634152191,43.53672785,0,44.21854437
192512,24.5911849,0,5.34324916,19.24793576,0,23.1419401
194560,42.1952313,0,8.094568464,34.10066277,0,36.75900302
196608,52.6804711,0,9.028173501,43.65229772,0,45.63839163
198656,32.5688853,0,6.598609951,25.97027538,0,29.03002004
200704,52.0529894,0,8.651194848,43.4017944,0,42.96361678
202752,51.8431008,0,9.649237931,42.19386283,0,44.11783692
204800,23.1215099,0,4.88176515,18.23974477,0,19.97992517
206848,54.6226141,0,9.873595467,44.74901854,0,47.50597546
208896,32.1494369,0,6.27032329,25.8791135,0,31.80131785
210944,44.9781538,0,7.607103807,37.37105007,0,39.1291613
212992,28.4121908,0,5.205376029,23.20681484,0,23.36157811
215040,33.5707063,0,6.503331948,27.06737447,0,31.84108662
217088,56.6862992,0,10.18846411,46.49783516,0,48.66157379
219136,26.252017,0,5.611392939,20.64062396,0,22.92863499
221184,36.9664197,0,6.516296343,30.4501233,0,30.46478219
223232,52.6009493,0,9.41015386,43.19079541,0,46.23259939
225280,48.0680366,0,8.582113199,39.48592353,0,41.07688372
227328,55.8007713,0,10.7136367,45.08713451,0,45.0885773
229376,52.217965,0,9.816597385,42.40136755,0,42.77067552
231424,56.315415,0,11.81380714,44.50160768,0,47.18166735
233472,53.4140522,0,9.969259687,43.44479258,0,44.67104085
235520,43.0673237,0,8.606553148,34.46077059,0,36.230972
237568,63.2708232,0,11.89746554,51.37335769,0,51.87875165
239616,46.7629386,0,8.560720907,38.20221764,0,40.09301957
241664,49.549484,0,8.599207373,40.95027673,0,42.10106831
243712,45.4673448,0,7.566566559,37.90077822,0,39.41056288
245760,44.2865667,0,8.288628603,35.99793799,0,37.81891503
247808,40.2715834,0,6.805781811,33.46580157,0,34.62355158
249856,71.2581888,0,12.46881267,58.78937607,0,60.10253983
251904,45.9182858,0,8.398501521,37.51978441,0,38.05301411
253952,39.7866645,0,7.572371993,32.21429239,0,37.04602357
256000,52.8461902,0,9.365174821,43.48101551,0,44.76324724
258048,41.7886118,0,7.605842411,34.18276948,0,37.16236645
260096,28.7210438,0,6.008585441,22.71245831,0,25.78206093
262144,51.3741473,0,9.279167229,42.09498005,0,41.54739434
264192,29.8153032,0,5.926317159,23.88898609,0,26.86159594
266240,41.5763011,0,7.599107598,33.97719344,0,35.49017644
268288,61.0533048,0,11.38857494,49.66472991,0,50.21453233
270336,41.2780255,0,7.493692046,33.78433339,0,35.39853124
272384,62.6022982,0,11.4784882,51.12380998,0,51.9663125
274432,45.9043287,0,8.709877691,37.19445104,0,40.33194454
276480,35.0976837,0,7.196115744,27.90156783,0,30.61904254
278528,39.2428969,0,7.474387719,31.76850927,0,34.26974773
280576,55.3443544,0,9.646529815,45.69782467,0,45.0663666
282624,41.5616274,0,7.695855206,33.86577216,0,34.75988749
284672,44.3960294,0,7.787957371,36.60807217,0,36.80503206
286720,37.1386718,0,6.892159229,30.24651258,0,33.40580299
288768,44.1133182,0,7.992218447,36.12109982,0,40.23858995
290816,26.4685876,0,4.773530108,21.69505751,0,24.47622179
292864,26.11328,0,4.772883507,21.34039651,0,23.8455618
294912,35.8976786,0,6.322800306,29.57487837,0,28.3934684
296960,46.9221854,0,7.975917962,38.94626735,0,38.72108529
299008,37.0717676,0,7.692956083,29.3788116,0,33.74453722
301056,39.1777022,0,7.981098915,31.19660342,0,33.45894899
303104,46.6056992,0,8.216315191,38.38938414,0,39.33751946
305152,60.9411217,0,10.45794657,50.48317515,0,50.13276974
307200,60.6171255,0,9.927958812,50.6891667,0,49.8439054
309248,38.6168212,0,6.163366122,32.45345514,0,32.10312864
311296,49.0209175,0,9.225195898,39.79572177,0,41.40869225
313344,45.2600673,0,7.575816694,37.6842507,0,37.39694522
315392,69.7736219,0,12.28328271,57.49033912,0,56.35703259
317440,59.8704842,0,10.44532895,49.42515523,0,49.53807755
319488,21.5514414,0,4.544472071,17.00696947,0,20.30796093
321536,47.0511962,0,8.582496447,38.4686997,0,41.72496852
323584,58.9343063,0,10.96720128,47.96710499,0,47.83318402
325632,42.4696613,0,7.841758118,34.62790315,0,37.21676261
327680,51.0154378,0,9.247233783,41.76820399,0,42.92376728
329728,53.320108,0,9.423798061,43.8963098,0,43.56850057
331776,62.1345256,0,11.64405622,50.49046947,0,51.01396698
333824,46.0341811,0,8.140643261,37.89353797,0,38.63357038
335872,53.9547674,0,9.963688527,43.99107889,0,46.172391
337920,95.6175693,0,15.82990368,79.7876655,0,73.26691012
339968,51.5631941,0,10.06329326,41.49990082,0,44.16408274
342016,64.8206429,0,11.54403151,53.27661141,0,54.02736279
344064,46.7740976,0,8.303016275,38.47108139,0,39.2208174
346112,27.2941073,0,5.895845957,21.39826139,0,25.85042958
348160,40.9916125,0,7.733211485,33.25840094,0,35.72354694
350208,50.6581948,0,8.860486794,41.79770787,0,42.67799547
352256,64.1164919,0,11.20491007,52.91158178,0,52.4049065
