#{"t_start": 1620973483.4246957, "env_id": "mario_puzzle-v0"}
r,l,t
2.977679,2,12.731157
29.705306,16,51.684186
1.721869,1,53.609701
21.080759,11,81.081483
3.993416,2,87.420871
66.755569,35,171.981903
2.998168,2,176.034234
5.781641,3,181.859881
22.299882,12,219.926838
5.879168,3,226.41693
5.248576,3,236.977694
55.780687,29,310.151924
5.0,3,320.37398
7.958923,4,333.430829
7.254141,4,349.506332
25.063408,13,388.141775
47.450618,24,448.058367
25.341226,13,482.783143
5.983028,3,492.836197
42.661467,22,552.315293
34.840644,18,594.202377
26.390321,14,629.453492
13.639379,7,649.31523
37.754943,19,708.558729
48.786523,25,774.713955
4.974675,3,783.782356
1.99368,1,786.296975
7.018712,4,796.57454
4.985943,3,802.808298
8.575831,5,814.258888
17.938114,9,841.029713
13.938421,7,860.903528
27.873589,15,905.123483
11.505067,6,918.876735
10.29834,6,933.965451
23.985314,12,966.324434
21.586457,11,998.936472
9.08625,5,1011.171479
8.95741,5,1023.459254
17.254419,9,1048.190921
34.732436,18,1090.53919
12.922728,7,1106.806497
12.16369,7,1122.294402
22.757258,12,1153.361415
7.762733,4,1160.612488
30.680672,16,1200.610528
8.401067,5,1215.817776
9.723451,5,1230.770187
5.082586,3,1238.19381
28.712137,15,1277.262196
3.928593,2,1280.687395
3.980817,2,1285.133159
23.969389,12,1315.68878
20.587945,11,1345.792586
9.969567,5,1359.505474
5.930296,3,1370.205089
18.798735,10,1392.176955
20.891299,11,1423.444226
19.744769,11,1453.380245
25.502951,13,1487.316798
60.739116,31,1570.833059
19.674219,10,1598.483824
72.781021,37,1699.321791
30.834736,16,1740.687711
25.882014,13,1772.773602
3.113105,2,1779.976394
11.974189,6,1795.446787
5.0,3,1802.271909
0.975627,1,1804.114032
9.99368,5,1814.794881
3.733588,2,1819.637437
3.0,2,1824.587463
5.021273,3,1833.582218
21.89549,11,1863.474166
6.999975,4,1877.174913
134.060369,68,2051.917935
37.256483,20,2110.078471
9.746612,5,2122.596145
19.958748,10,2150.933844
112.135014,57,2299.77132
8.855736,5,2311.199517
5.895849,3,2322.062393
29.655505,15,2361.333885
3.087449,2,2369.041988
21.81378,11,2396.369694
27.55948,14,2430.218743
25.514087,13,2460.202868
16.694486,9,2483.421496
14.998809,8,2503.702537
43.595546,22,2562.863455
5.684248,3,2577.41369
2.997735,2,2580.993219
13.919958,7,2599.338359
7.0,4,2611.456147
23.866182,13,2651.377464
3.0,2,2655.702661
16.238471,9,2681.039224
1.696356,1,2684.578197
1.987804,1,2688.058322
8.939816,5,2698.088971
1.98946,1,2700.448169
19.987862,10,2726.318906
6.987766,4,2737.229113
3.953413,2,2743.499666
3.743171,2,2750.11571
17.912582,9,2773.58635
32.688529,17,2816.375124
8.659764,5,2828.790147
7.964103,4,2839.312863
7.0,4,2848.511318
97.241862,50,2978.534499
23.999178,12,3009.276703
52.996761,27,3078.706975
59.799608,30,3157.618316
20.892665,11,3184.270456
57.30544,29,3272.007382
10.922222,6,3285.049427
31.506156,16,3331.670877
9.0,5,3345.675167
37.307887,19,3397.939453
3.987804,2,3406.241398
28.285708,15,3442.908589
9.0,5,3454.000895
2.883324,2,3458.064455
33.80739,17,3501.072929
17.994431,9,3521.573447
9.870667,5,3535.33237
20.825656,11,3566.179702
45.716052,23,3622.188677
35.890135,18,3665.92785
17.972826,9,3688.915666
16.855484,9,3714.688322
16.892441,9,3739.641406
13.656204,7,3759.185632
1.0,1,3760.345706
48.453046,25,3824.198496
5.205226,3,3830.890767
4.845701,3,3839.831038
1.0,1,3840.944711
35.412353,18,3891.106179
32.657904,17,3928.419135
57.116368,29,3998.201777
11.773841,6,4017.352175
2.9432,2,4020.892893
7.025456,4,4032.042407
14.509154,8,4049.974424
38.716979,20,4101.478944
28.941847,15,4146.980582
13.97101,7,4165.429708
3.426788,2,4169.934029
9.414981,5,4182.604203
17.972762,9,4207.626571
25.065792,13,4238.900394
30.778039,16,4279.850837
30.32552,16,4316.520364
2.99739,2,4321.673923
1.460911,1,4327.642267
21.874118,11,4357.09829
4.860759,3,4364.328019
9.997957,5,4377.892455
56.56518,29,4453.052993
51.843655,26,4517.475291
24.904703,13,4546.352311
104.629064,53,4681.671766
56.74593,29,4749.381608
28.956462,15,4784.701183
13.339354,7,4799.647679
4.995445,3,4803.738145
42.048342,22,4858.033396
22.898897,12,4890.831464
88.432851,45,5008.119416
6.824391,4,5020.204713
1.054464,1,5023.787382
17.921577,10,5047.960674
3.968047,2,5053.293025
2.999997,2,5056.998896
32.775567,17,5093.539013
45.592502,23,5156.836406
47.771093,24,5212.774487
14.910575,8,5229.593383
3.997474,2,5236.678066
28.270178,15,5277.312055
10.346236,6,5295.345263
3.265489,2,5301.131804
3.0,2,5309.059224
17.663013,9,5328.752684
18.839022,10,5351.666207
16.597268,9,5377.023237
55.448236,28,5454.528392
5.847017,3,5461.539489
21.993033,11,5486.039347
28.49852,15,5526.476131
83.685671,43,5638.961422
29.969412,16,5677.827752
1.988393,1,5680.956239
5.950296,3,5689.883591
5.0,3,5697.869736
4.998326,3,5707.64925
19.975945,10,5734.768698
17.755076,9,5756.90595
7.99368,4,5770.051866
4.980241,3,5777.031732
79.360083,40,5895.367383
25.253381,13,5927.449373
54.545498,28,5997.193995
2.991709,2,6005.317133
30.997101,16,6044.809668
11.525157,6,6062.98631
22.994545,12,6087.766328
1.99022,1,6091.853135
14.946096,8,6110.900141
29.908299,15,6154.934586
15.551973,8,6173.767493
32.974939,17,6216.066628
11.0,6,6235.820698
46.678232,24,6294.096164
19.668985,10,6320.977439
13.737706,7,6342.085086
1.992604,1,6343.757316
33.612602,17,6384.245687
38.439979,20,6434.686489
5.652122,3,6441.16478
11.92413,6,6455.02033
39.614942,20,6515.807806
6.104133,4,6527.047102
4.794954,3,6534.709968
46.424098,25,6596.114388
2.999956,2,6601.857726
7.692107,4,6612.026986
193.40569,99,6870.556737
25.745577,13,6904.951856
20.829411,11,6936.380432
9.875561,5,6950.412504
5.981453,3,6959.934085
31.358873,16,7007.481665
3.977679,2,7014.056872
52.327255,27,7083.426738
25.015861,13,7115.299415
22.669953,12,7151.248199
33.303905,17,7189.996485
11.98388,6,7206.125076
62.469064,32,7291.619667
20.995835,11,7318.136354
3.975512,2,7322.070574
6.755324,4,7332.71084
22.775665,12,7365.065107
29.839729,15,7403.837319
4.999658,3,7412.238859
54.705517,28,7476.41254
17.817752,9,7500.803637
5.13997,3,7510.185714
3.983036,2,7515.240778
33.911243,17,7566.037516
65.175386,33,7652.246705
5.993939,3,7660.205756
69.007648,35,7743.960085
