#{"t_start": 1620973483.7595968, "env_id": "mario_puzzle-v0"}
r,l,t
0.99368,1,8.434272
57.372362,35,97.509985
65.817067,34,177.122504
30.754082,16,223.655452
24.862498,13,255.976277
7.99171,4,263.86203
34.421414,18,317.433189
26.589491,14,365.98519
21.7694,11,395.279289
1.95046,1,401.181803
9.707242,5,411.182604
40.821917,21,464.147043
8.917145,5,477.120722
39.403923,20,529.629312
7.0,4,541.385889
13.940794,7,558.96655
23.017164,12,587.810571
8.908829,5,601.942286
29.564698,15,641.233218
5.948234,3,646.784772
20.787797,11,684.301932
3.0,2,693.916086
20.322816,11,723.561705
37.451645,20,776.467817
40.447472,21,832.163454
44.031199,23,895.86678
32.031095,17,939.153169
4.983716,3,948.27032
3.84083,2,955.642933
1.0,1,956.856903
7.63647,4,967.337761
19.850853,10,997.362599
15.0,8,1013.992918
13.257866,7,1032.390316
64.723891,33,1113.761544
15.911705,8,1134.937713
5.0,3,1140.550557
22.943314,12,1169.037248
32.551321,17,1213.665011
21.67814,11,1246.182599
9.787302,5,1255.011278
11.186107,6,1271.664411
11.99981,6,1284.396298
38.935461,20,1335.865993
3.983456,2,1343.011352
5.960866,3,1350.118725
24.997086,13,1385.239444
2.897315,2,1389.735522
3.708001,2,1393.248033
1.265066,1,1399.302857
7.0,4,1412.078169
13.091999,7,1429.720434
36.751565,19,1478.806864
29.257081,15,1520.296706
52.970862,27,1591.754956
3.473288,2,1600.419317
13.907525,7,1616.495234
38.617396,20,1664.549065
6.973969,4,1677.945752
14.999923,8,1702.629178
15.877122,8,1725.498955
7.923549,4,1734.40288
15.943162,8,1756.474484
32.857702,17,1799.265435
10.590615,6,1812.26101
74.850353,38,1912.56009
20.199745,11,1941.449111
16.920909,9,1960.748143
19.828024,10,1989.598056
3.99368,2,1994.158241
23.706637,12,2024.517355
17.849374,9,2050.724673
17.968987,9,2075.737617
10.910623,6,2094.966493
13.746376,7,2114.523409
15.797089,8,2137.157626
8.948102,5,2153.299603
1.0,1,2156.022891
37.041373,19,2203.931478
17.988926,9,2228.467563
39.723476,20,2279.795838
5.998124,3,2289.538393
9.983036,5,2299.914022
68.48041,35,2389.889301
11.999541,6,2407.472826
3.0,2,2411.463546
67.942092,35,2499.976875
16.883784,9,2523.417198
31.597713,17,2573.444133
48.319086,25,2645.385774
2.949121,2,2651.30916
17.960179,9,2676.332128
88.500427,45,2793.779724
5.477815,3,2801.559395
5.0,3,2806.602545
13.004248,7,2827.254963
11.996504,6,2843.442096
0.990921,1,2845.438316
1.996435,1,2847.244574
109.729017,56,2988.085952
8.976949,5,3000.742412
3.0,2,3006.771024
45.069925,23,3067.668125
17.0,9,3089.378167
24.940291,13,3127.013951
11.0,6,3143.304603
5.812359,3,3148.065232
12.563661,7,3166.379424
9.302534,5,3179.661319
25.775852,13,3217.884365
25.230488,13,3254.8632
1.84281,1,3258.728105
1.194643,1,3263.660367
7.123214,4,3275.972153
21.237118,11,3305.782217
11.825598,6,3322.357903
21.521627,11,3349.158709
