timesteps,reward,rewF_sum,rewH_sum,rewP_sum,F_sum,N_sum
897024,133.2512926,66.25431328,0,66.99697944,-2.231678463,0
899072,180.553334,89.5875116,0,90.96582241,-2.857632318,0
901120,143.4429858,71.01685032,0,72.42613541,-3.39273867,0
903168,142.2733281,70.57529236,0,71.69803571,-2.80297435,0
905216,135.8068634,67.50686353,0,68.3,-2.582774513,0
907264,155.5949603,77.40063635,0,78.19432387,-1.923550084,0
909312,101.0251384,50.33666216,0,50.68847622,-1.323686526,0
911360,150.2935991,74.59810071,0,75.69549844,-2.584349242,0
913408,150.3500068,74.9500069,0,75.4,-1.391469345,0
915456,166.6713373,82.6725556,0,83.99878175,-3.14937095,0
917504,172.807109,85.90710902,0,86.9,-2.526778802,0
919552,144.4696779,71.86967797,0,72.6,-2.358350814,0
921600,109.1098946,54.20989473,0,54.9,-2.446165645,0
923648,185.9464779,92.44647783,0,93.5,-2.454246673,0
925696,141.058446,70.25844587,0,70.8,-1.51573439,0
927744,168.7966767,83.69809378,0,85.09858292,-2.76778487,0
929792,132.8647418,66.16646779,0,66.69827409,-1.875119831,0
931840,154.5926691,76.69463326,0,77.89803572,-2.313573555,0
933888,160.3451566,79.34627316,0,80.99888338,-3.183394271,0
935936,145.0739069,72.08213348,0,72.9917734,-1.904221049,0
937984,166.0803052,82.48030524,0,83.6,-2.642499943,0
940032,164.4574085,81.75740845,0,82.7,-2.268556696,0
942080,176.9853239,87.78532393,0,89.2,-3.196906279,0
944128,154.7591081,76.8640485,0,77.89505964,-2.504788757,0
946176,151.5167012,75.41670115,0,76.1,-2.473006061,0
948224,162.7166565,80.61987042,0,82.09678609,-2.789306194,0
950272,109.050751,54.35777681,0,54.69297417,-1.448951871,0
952320,132.2758499,65.97584994,0,66.3,-1.526633929,0
954368,141.2478484,70.14900956,0,71.09883884,-2.364010597,0
956416,156.7047838,78.00478381,0,78.7,-1.846632597,0
958464,137.1055608,68.31300092,0,68.79256001,-1.969881395,0
960512,183.3697117,91.28646782,0,92.08324397,-2.119916318,0
962560,144.3045353,71.59618157,0,72.70835369,-2.405928118,0
964608,183.7297392,91.08170333,0,92.6480357,-2.842306023,0
966656,170.4360168,84.53601668,0,85.9,-2.627822926,0
968704,151.9251746,75.52833196,0,76.39684268,-2.266411922,0
970752,145.442812,72.24281204,0,73.2,-2.251526389,0
972800,184.8428577,91.64285781,0,93.2,-2.797306646,0
974848,150.4762986,74.87629874,0,75.6,-2.041634489,0
976896,150.8221025,74.92210228,0,75.9,-2.276167253,0
978944,137.1091553,68.20915517,0,68.9,-2.031040677,0
980992,168.4154526,83.21812652,0,85.19732603,-3.843150212,0
983040,145.827025,72.60092404,0,73.2261009,-1.753778151,0
985088,133.5580759,66.25807589,0,67.3,-2.39203165,0
987136,142.5904466,70.79288598,0,71.79756066,-1.997216341,0
989184,179.2886819,88.91432085,0,90.37436101,-2.989328585,0
991232,169.2145101,83.68832579,0,85.52618408,-3.551828873,0
993280,185.0263525,91.72635255,0,93.3,-3.089643394,0
995328,179.9421334,89.24213346,0,90.7,-2.875412204,0
997376,146.5845317,72.88453169,0,73.7,-2.19794052,0
999424,130.8309928,65.33099278,0,65.5,-1.207869251,0
