#{"t_start": 1620878926.0651228, "env_id": "mario_puzzle-v0"}
r,l,t
87.586267,99,84.929785
94.112914,99,161.396143
94.961665,99,236.728081
95.215474,99,314.909104
97.80102,99,394.880106
96.909833,99,472.958385
98.357991,99,548.457473
98.430586,99,630.801287
96.987599,99,707.221747
97.933682,99,782.222851
98.353321,99,854.268096
97.739641,99,933.979578
98.185858,99,1016.232208
98.247561,99,1094.528226
96.783467,99,1169.640203
94.839139,99,1250.486516
98.012336,99,1327.366327
97.261614,99,1403.480273
97.544114,99,1486.02794
96.883253,99,1565.968194
98.406385,99,1645.190132
97.45208,99,1729.380165
97.749973,99,1806.71973
97.767215,99,1886.782056
98.136787,99,1965.200259
97.758345,99,2046.577458
97.594605,99,2125.050914
97.091111,99,2206.867933
92.970458,99,2280.816601
97.60706,99,2358.203025
97.521308,99,2433.637402
96.039295,99,2509.656631
94.91519,99,2591.598928
97.461829,99,2662.063967
95.225336,99,2741.252303
94.321227,99,2820.94383
98.268067,99,2895.95277
97.211587,99,2972.330604
97.845335,99,3052.287511
96.943625,99,3128.765586
96.452519,99,3205.542354
97.47412,99,3281.897135
97.511131,99,3361.388401
96.998741,99,3437.381101
98.010659,99,3512.051108
96.70003,99,3589.676095
97.321803,99,3668.235805
97.835518,99,3747.161497
97.986898,99,3824.797693
97.438111,99,3898.400224
97.846497,99,3974.393228
96.943376,99,4048.36633
96.171516,99,4122.566802
94.635276,99,4196.282847
93.603518,99,4270.136456
97.325724,99,4351.187685
97.427114,99,4428.782802
95.690964,99,4504.060353
95.641234,99,4577.982849
97.4741,99,4654.404494
97.446965,99,4729.0257
97.312392,99,4806.315089
95.798564,99,4884.299997
97.912783,99,4961.6505
97.54738,99,5046.357667
96.867552,99,5121.891153
97.557683,99,5199.523144
97.332088,99,5273.514613
98.079709,99,5347.985778
97.076557,99,5420.55051
97.416356,99,5494.061196
96.802425,99,5567.968182
95.297335,99,5643.408033
97.65547,99,5721.792081
96.600611,99,5796.227625
95.559008,99,5870.636428
96.548063,99,5947.833012
