#{"t_start": 1624821884.07173, "env_id": "mario_puzzle-v0"}
r,l,t
83.473293,99,76.352041
87.839559,99,151.145119
76.320119,99,223.803911
83.283592,99,294.493765
90.417378,99,370.51747
87.939556,99,443.002953
85.835015,99,514.671357
75.55855,99,586.057817
89.283972,99,654.499866
87.083377,99,723.197241
81.1785,99,796.334384
85.248571,99,868.730379
94.250229,99,945.248981
81.990988,99,1037.802787
86.67132,99,1111.181559
79.481408,99,1184.9909
78.349905,99,1255.71994
86.526319,99,1325.702163
86.066561,99,1398.953584
92.648882,99,1471.61126
92.630607,99,1545.076974
88.662033,99,1615.603512
89.337483,99,1689.684877
86.635293,99,1766.108326
83.719982,99,1842.063792
83.428491,99,1918.816871
88.278503,99,1987.750673
85.159004,99,2059.618748
94.571245,99,2132.918279
87.077116,99,2206.622329
86.074571,99,2276.489873
78.334761,99,2348.896223
78.384061,99,2423.338831
79.337683,99,2495.493924
85.611135,99,2568.943526
86.026093,99,2642.478682
89.638352,99,2714.691079
87.946356,99,2789.939031
84.189184,99,2861.971243
88.264656,99,2935.798578
80.825053,99,3007.320313
81.511111,99,3079.595017
85.613847,99,3150.397784
92.09149,99,3225.313916
77.176623,99,3296.909286
86.788123,99,3370.75508
86.909789,99,3442.419366
83.873818,99,3514.332346
87.173118,99,3586.344955
87.714764,99,3658.588102
82.948832,99,3734.675014
88.085031,99,3806.927415
79.839556,99,3880.257755
90.215516,99,3952.209846
94.876267,99,4026.311961
81.759329,99,4101.0886
87.669291,99,4177.728902
87.136009,99,4248.326962
86.279849,99,4319.782758
86.726112,99,4394.621034
97.169659,99,4466.527841
88.376358,99,4536.877592
81.953444,99,4604.958997
87.898136,99,4676.020588
93.084798,99,4750.180119
88.799143,99,4820.160483
96.025637,99,4890.073082
84.203923,99,4958.795405
82.494439,99,5031.514647
82.50709,99,5098.532776
82.198227,99,5167.461995
101.705874,99,5237.478631
91.097661,99,5306.016942
91.409483,99,5375.771301
94.586362,99,5445.775214
88.030665,99,5518.59531
83.429037,99,5592.655528
92.492353,99,5662.475799
79.280708,99,5728.836053
89.665488,99,5798.180502
85.083565,99,5867.412863
94.792865,99,5934.187242
85.648656,99,6003.521837
89.606263,99,6074.681834
88.671308,99,6142.096431
88.689388,99,6214.650555
88.542166,99,6282.978591
96.39069,99,6350.735831
88.234618,99,6418.162516
90.213027,99,6487.836926
93.757911,99,6560.061867
87.441403,99,6627.28554
83.369301,99,6697.173364
88.914801,99,6765.799484
88.510649,99,6838.201447
86.96702,99,6902.205759
90.715322,99,6972.269089
94.664047,99,7043.682623
91.177873,99,7117.903891
87.289983,99,7185.02272
90.876186,99,7255.426348
83.758313,99,7328.424984
88.5578,99,7400.36978
97.061755,99,7471.118978
83.970647,99,7541.584959
82.198863,99,7611.662691
100.082031,99,7681.265833
89.523932,99,7751.539912
94.427803,99,7819.666085
89.295316,99,7894.055791
86.325672,99,7964.996469
85.433458,99,8038.553838
87.704699,99,8107.843626
89.886584,99,8173.089314
90.719078,99,8247.041082
86.000992,99,8319.406079
91.777453,99,8385.955999
89.657632,99,8456.456649
83.809441,99,8529.353916
88.935738,99,8598.037998
85.1886,99,8667.293835
90.684852,99,8737.479398
83.627892,99,8808.825702
90.941419,99,8877.376709
90.587386,99,8948.51605
93.117489,99,9019.643635
97.36563,99,9092.55919
97.369609,99,9163.050106
92.684524,99,9232.590105
91.189298,99,9301.886086
91.492699,99,9370.191472
96.094123,99,9439.028449
87.741108,99,9515.791775
92.768831,99,9585.735935
80.718488,99,9661.685104
90.073509,99,9732.517599
89.697588,99,9802.328901
89.128799,99,9873.162636
85.555653,99,9942.786432
88.222406,99,10013.364001
89.212422,99,10086.629508
89.573327,99,10158.842332
90.871899,99,10228.805819
86.771839,99,10301.754939
87.57162,99,10375.989275
95.383545,99,10446.714303
96.367734,99,10517.937744
82.351045,99,10590.381756
94.836499,99,10658.919545
83.402464,99,10727.468925
93.630442,99,10798.8817
93.525444,99,10870.883972
84.551121,99,10945.660311
84.795504,99,11015.360037
89.959928,99,11086.478987
81.010365,99,11155.776341
90.609469,99,11228.897009
98.572756,99,11298.765679
94.639362,99,11368.28539
90.212531,99,11438.390374
102.153589,99,11509.598255
97.504842,99,11581.395589
93.542322,99,11650.708859
93.348821,99,11716.809381
87.155483,99,11791.013901
99.753443,99,11858.4976
90.434829,99,11927.949208
88.51152,99,11998.311814
87.398974,99,12068.070575
84.730324,99,12138.676975
87.71608,99,12207.799151
95.537523,99,12278.064145
90.009821,99,12346.476416
91.646114,99,12417.195999
91.5851,99,12489.307438
96.389089,99,12561.96283
89.000894,99,12633.721057
90.141948,99,12707.886438
89.535558,99,12779.74118
97.582548,99,12850.55101
95.134345,99,12922.105434
94.610939,99,12996.032588
91.03382,99,13065.381508
88.473278,99,13135.735127
91.026317,99,13202.691437
93.597701,99,13272.535697
93.837643,99,13342.134231
93.501055,99,13414.812203
89.609669,99,13486.957063
100.765584,99,13557.746602
97.126809,99,13625.023801
98.505464,99,13692.50735
96.353538,99,13762.307434
85.786517,99,13834.755223
97.899489,99,13906.293021
84.391711,99,13976.126024
87.55316,99,14047.251887
95.374124,99,14119.952151
87.542006,99,14192.276239
91.013295,99,14263.46137
91.280914,99,14332.751185
91.820361,99,14405.412045
98.006003,99,14476.472282
89.15981,99,14543.655019
91.517522,99,14617.14057
97.081733,99,14686.979284
92.740297,99,14757.36616
97.801753,99,14827.105418
95.417468,99,14902.161475
94.903406,99,14974.388889
95.454716,99,15045.061328
92.102691,99,15115.708545
97.128435,99,15183.851487
90.128848,99,15256.825581
