timesteps,reward,rewMD_sum,rewN_sum,rewP_sum,MD_sum,N_sum
47104,47.612539000000005,20.890685301133733,5.750860421764857,20.970993184,-1.2019567683616033,25.239135416439325
48128,46.712656700000004,20.148550311344348,5.967962052715935,20.596144441,-1.9765198053712318,25.33361429972361
49152,69.68688410000001,30.96276933624217,7.170779545819204,31.553335164699995,-2.3605073993937546,34.897114548053665
50176,50.3819974,22.157857139799187,6.033602101478718,22.190537968,-1.7466548782344353,27.019031573438212
51200,45.161719899999994,19.925149724508277,5.251458976004618,19.985111236,-1.1246241678869655,22.31547013806591
52224,31.680744800000003,13.797599179732757,3.971451151722949,13.9116944475,-1.0215778401249502,17.817478017630396
53248,50.3412042,22.106485169544307,5.669266613006241,22.56545235,-1.23096054724918,25.73358575853832
54272,39.5688734,17.554436593891463,4.60336158673808,17.4110752646,-1.0815972678732595,20.48164871886946
55296,61.057711600000005,27.05024239093467,6.861527927193393,27.145941192699997,-1.5665462203395957,31.333307280010217
56320,31.714755699999994,13.894197855976813,4.129012470094942,13.691545570999997,-0.8312007796952751,18.37688917300212
57344,47.5322499,21.066402464077765,5.253155530680457,21.212691932600002,-1.3219094295397866,24.22895630765064
58368,48.9516512,21.520612199540174,5.762032631648965,21.669006455,-1.6396119142721894,26.840279455986252
59392,39.9039772,17.871489329279395,4.230386831204876,17.802101063000002,-1.1711401728673978,20.696971472144607
60416,59.966438700000005,26.62780563403902,6.345813614805676,26.992819586000003,-2.334397498067174,30.760000176002485
61440,41.44094510000001,18.584159471482685,4.333561755610162,18.523223655000002,-1.214337735308527,21.1028917208264
62464,53.4121619,23.688250737914856,5.94166415284572,23.782246945999997,-1.4402724578800166,27.821547965476135
63488,51.5139723,23.0119265153345,5.317683476541201,23.184362354999998,-1.5466917810293836,26.895602602979636
64512,61.796494400000014,28.00482153117838,5.716337704808972,28.075335226000004,-1.2514445480591274,28.771663348690993
65536,34.3737364,15.575913053197107,3.2697529451177494,15.528070614,-0.546980742808356,16.214959577137055
66560,71.3660907,32.24947965519263,6.493086299635405,32.623524612699995,-2.686050624272208,33.50148861507155
67584,52.967442399999996,23.808761310410198,5.145138905371662,24.013542257,-1.0837683013631134,25.207213339657578
68608,40.754895399999995,17.846886295611036,4.628884595409895,18.279124516000003,-1.8569952705676436,21.25034443427838
69632,46.564373,20.879852355515233,4.864064720707993,20.8204560027,-0.9027577429885391,23.803384644975434
70656,76.0534575,33.87216068954474,7.888839805762943,34.292457064000004,-2.1067379030104325,36.532851961397924
71680,68.16143770000001,29.737205216072375,8.086284582170856,30.337947851999996,-3.0210955267773283,35.52117413813415
72704,55.848943000000006,24.721323148208548,6.037313358181617,25.090306456599997,-2.0208813447886063,28.94176077731609
73728,75.2027289,33.75249116649876,7.517472358243893,33.932765525,-1.5147538551500466,34.85252439798599
74752,34.9003918,15.483156659418674,4.015950094157361,15.401285118700002,-0.5350595112015851,17.87309729786987
75776,89.9437268,39.99340968068559,9.599371222704203,40.350945831000004,-1.9664579555567276,40.44631372148055
76800,66.4134476,28.872149682693152,8.30358789268865,29.2377100473,-1.714751400277193,33.33556798240147
77824,90.830045,40.46653484666275,9.387242367375553,40.976267696,-1.7175586387156554,39.81144642174937
78848,66.2992777,29.271259828847434,7.651634978879403,29.37638304,-1.5384362470943727,32.2436457108627
79872,48.5089347,21.426023946753634,5.385346076349705,21.697564676600003,-1.445548411642564,23.91288407544996
80896,48.502496099999995,20.980531716786114,6.341988140065302,21.179976177,-1.428903459464506,25.147132143297828
81920,93.3282456,41.457129231459845,9.801935477867552,42.0691810107,-2.9463306543082446,44.80438076656575
82944,122.04938669999999,54.24854226835257,12.453203858600542,55.347640553000005,-3.310178683933887,55.90255882473766
83968,89.85053919999999,39.957263973638206,9.048966082804254,40.844309171000006,-2.2735240151202247,41.71207951932455
84992,78.5334401,34.81545135313192,8.446974764924036,35.271014006,-1.7032153134915535,39.476190152935665
86016,76.7578684,34.24151644982008,7.9204833466042075,34.595868604,-1.5702614751955293,34.394864289549766
87040,80.8923563,35.971772105085584,8.409569102505092,36.511015236,-2.066575454718192,37.44241435498252
88064,75.150244,33.069510956083136,8.404506906999197,33.676226096200004,-2.6937572652783843,36.746161970611674
89088,50.0391779,22.421853970545833,5.058117568186391,22.559206358,-1.343702113570599,22.89406521850302
90112,78.7108017,34.92117978351889,8.025419432879676,35.76420253,-2.3428407156847206,37.668240125867406
91136,78.5949159,35.14549169636604,7.820932414852675,35.628491710999995,-2.2423902284755997,36.80529982140788
92160,49.2783918,21.927164373242263,5.161845366085328,22.1893820842,-1.1680506022581314,23.067085297623585
93184,71.5219305,31.594792201613025,7.78984786030891,32.137290413,-1.700367238590815,33.80011551792511
94208,97.1931855,42.70711411099082,10.91716743731664,43.568903878,-2.909742286686347,45.80602602791868
95232,106.5658686,47.31053255442978,10.879589536097958,48.375746369,-2.5708216623364004,48.30222484758504
96256,87.96398040000001,38.67205658433023,9.930154622991413,39.361769120999995,-2.493187173907686,41.95224887698917
97280,93.96782099999999,40.99972306526316,11.037081166571488,41.931016839,-2.4420492392095374,44.36000632819959
98304,101.89987909999999,45.819305209772594,9.941971447609903,46.1386024954,-2.0835179724748656,44.32274826266179
99328,79.4762413,34.640907696270425,9.13838518583206,35.6969484433,-2.7921874441271313,39.65888066039248
100352,91.9323177,40.5449600619894,9.825809171040785,41.561548553,-2.8416653757082413,43.68272555055065
101376,88.6030348,39.265328903359894,9.43657990861698,39.9011260776,-2.6222781701134132,42.92745567961188
102400,156.4361864,69.82059000540532,15.01097957359946,71.60461676,-4.667283131847347,72.17429449676848
103424,102.860126,46.123539132438275,9.578795725554947,47.157791079,-3.1807796859493047,48.05338559321073
104448,74.45199339999999,33.28735885829565,7.330884820259824,33.833749636700006,-2.029846684750216,35.945847983052914
105472,98.8822762,44.793922241195546,8.756425400962664,45.3319286107,-2.7073340486467314,44.40546569736622
106496,101.50341820000001,45.82202085216217,8.995215330238663,46.68618199,-2.818018415762991,47.87176253683978
107520,83.14581510000001,37.676025176967116,7.521314031765894,37.948475800000004,-2.194966444395264,37.99650855063514
108544,116.89586319999998,52.88670576044952,10.444875913781525,53.564281546000004,-2.564365687026761,51.1357982648416
109568,83.5823536,37.51599457128636,8.173700587255214,37.8926583933,-1.5863308611565377,36.64227491543139
110592,131.00705879999998,59.39139015675418,11.637720561425649,59.977948156699995,-2.0328367196422077,57.057434519485845
111616,129.6046016,58.50556176591463,11.509459596706693,59.58958012800001,-3.106527576178048,56.06237474009462
112640,117.88259629999997,52.92837031761106,11.332549065004596,53.62167683770001,-2.317635350410757,51.45182852194445
113664,71.1883715,31.81537828798231,7.119437612147623,32.253555652,-1.5676010394729052,31.690080451650534
114688,113.9751503,50.89359304059879,11.08714226563458,51.994414923,-3.3134118391631366,51.168037018377454
115712,124.73826779999999,55.904444873019294,12.282665982093475,56.55115697,-2.5574218997105964,55.565074494503236
116736,102.16128379999999,45.73510677000604,10.029222542854724,46.39695453,-2.3478891993048956,44.124766706137095
117760,80.6208413,35.465799391504085,9.10619523016733,36.048846603,-1.7567732344200793,38.02338842910873
118784,96.1705423,43.153384517654146,9.311377768260524,43.705779863699995,-2.4049843695996604,44.03297962461352
119808,111.1174219,50.08820101468884,9.771345403090471,51.25787555170001,-3.502119388719316,50.17752374982878
120832,126.76124039999999,57.352758409514,11.024684361643159,58.383797664999996,-2.989570077727225,53.53671726017624
121856,51.741961200000006,22.784060595250736,5.875549394480246,23.082351229,-1.4078758257276784,25.176888550389094
122880,115.15960930000001,51.349533642401965,11.634218300883045,52.17585735600001,-2.177924783056233,51.38579411193433
123904,86.7364942,39.47751293530339,6.91508323361077,40.3438980593,-2.7952122167334643,37.92239102313365
124928,101.79740530000001,46.253748998921196,8.87033175543616,46.673324505,-2.287810190171288,44.87912173888738
125952,94.1854557,42.28928713228625,8.327009404451593,43.5691591617,-3.558689915880793,41.853773923791536
126976,71.87889650000001,32.33523108889317,6.965046429517356,32.578618848999994,-1.509266250366474,33.168380437077715
128000,89.3663439,40.17911307358463,8.19116850002384,40.9960623427,-2.5100649516589657,37.934387368110585
129024,97.81887640000001,43.569578291502374,10.125825990848698,44.1234722313,-2.285029055984915,43.437261787293636
130048,120.04818650000001,53.826673569184,11.40088935695613,54.820623590000004,-2.8845634601827603,51.796271091078395
131072,110.25091499999999,49.372527368399425,10.658905641077943,50.219481974000004,-2.2179050348423095,48.973336372969435
132096,135.2666001,60.38710236311398,13.498610588083537,61.380887269000006,-2.634243955914324,58.81197541164706
133120,124.7747527,55.9980661572467,11.59716440755243,57.179522079,-3.7793154294371645,54.019544963812486
134144,97.6414276,43.541194699572365,10.351267025819878,43.7489660508,-1.8563369011382984,40.646651577080725
135168,76.6273103,34.15022751517714,7.843171546068814,34.6339111213,-2.2984257775761816,34.84814534808219
136192,126.4427363,56.236571582619625,13.091329709238542,57.1148351847,-2.4044500715545083,53.42149475914739
137216,130.2378458,58.05351704914683,13.319472991244917,58.864855824,-3.0936552871261664,55.03967116272728
138240,142.66411670000002,63.296598819888196,14.664644309590994,64.702873634,-4.053769182367298,60.6491769935089
139264,104.6524239,45.53060078580704,11.867262405706786,47.254560769,-4.613337875822216,47.602516113865
140288,142.0964999,62.84010627224335,15.35550727426762,63.900886428,-3.66769016980952,62.71411823527967
141312,121.42973160000001,54.19736667578511,11.855849231261457,55.376515635,-3.5596936196149302,54.44820808888022
142336,125.08373739999998,55.971300184615345,12.446588729482874,56.665848434,-2.415598840731496,55.41871417613637
143360,125.46454309999999,56.29363475885856,11.982033296745808,57.188875069000005,-2.733628755453677,54.334870654908364
144384,119.06494770000002,52.969094849510135,12.250296089973778,53.8455568062,-2.978461811407872,53.48751283663161
145408,118.83216759999998,53.47017121774187,11.07990950114947,54.28208683199999,-2.588713193270727,50.608414456619364
146432,115.3015719,52.26785267520497,10.411999893058258,52.621719506299996,-2.3856773799840885,49.740248520163476
147456,153.73571520000002,68.98483634007133,13.857862877168042,70.89301610999999,-4.6970047068684355,66.25523246276254
148480,110.39129970000002,49.27342115416532,11.0727788506919,50.0450996337,-2.4094487089671226,49.23785784474336
149504,77.12060980000001,34.08078154342722,8.294447477966013,34.745380940000004,-1.8597133066407665,35.967632963195676
150528,132.01537860000002,59.284092642207625,12.534044358788808,60.197241557999995,-2.853546981332733,54.73012120540345
151552,123.6263289,55.36957133954229,12.318166525314435,55.938591024000004,-1.930167927877075,49.55749542514441
152576,110.92983999999998,49.6307781763869,10.800697031240707,50.498364893,-2.0908527570438014,47.52968392352089
153600,137.2495409,61.79900874958712,12.487427936702735,62.96310433,-2.6265560079146937,56.49613855136611
154624,174.7595249,78.23879298093493,16.82959016543477,79.6911417,-3.719234975009332,71.68049021187858
155648,137.167153,61.56454538873563,13.0746694273065,62.527938322299995,-2.5861735537207062,56.70483315703501
156672,118.0428535,52.68234565273313,11.591346479067134,53.7691613116,-2.921088449944737,50.92461780794773
157696,177.6563276,79.73269185282743,16.82714258693999,81.09649324300001,-2.901531758286463,71.83935824349956
158720,119.6397989,53.23298386261979,12.173492754971303,54.2333223408,-2.257919634659131,49.65278647866721
159744,140.704183,63.03172206439655,13.48551425328309,64.18694670800001,-2.386077302091917,58.420796182822095
160768,126.9722397,57.04542472898612,11.929967869686688,57.996847123399995,-2.804033061941266,54.01902245778099
161792,119.6054069,53.21655555190946,11.600115878884846,54.788735468000006,-3.204867438540456,49.75244392792711
162816,88.0934364,39.252165837350596,8.750679197697693,40.090591401999994,-2.3317397256457157,38.48270469363731
163840,59.75847130000001,26.95141523222127,5.821925375529394,26.985130662999996,-0.9928463853456773,26.517797243225168
164864,106.49028849999999,47.48832228385085,10.32741982102566,48.674546377,-2.870766251558236,47.809596364176016
165888,89.2931194,40.058224242217264,8.879706153993444,40.355189048599996,-1.796092639701992,40.07523743227176
166912,134.44704259999997,60.16956328885334,12.878492995537034,61.398986202,-3.3315289243040547,57.59965876268914
167936,146.8819429,66.07178866525706,13.454529225753863,67.3556249937,-3.6773700761800363,61.47993685056529
168960,148.07181039999998,67.07191278362038,12.997690473677503,68.002207278,-2.4796861065463585,59.90760782633011
169984,114.8845687,52.04413674323613,10.351164175220262,52.489267809,-1.385004393059058,47.61613488556737
171008,83.9196572,38.013475944624346,7.494512101107995,38.411669215,-1.2795081890800895,36.90732870035792
172032,192.3625861,87.40310192384305,15.961180512457384,88.998303574,-3.8209511690713747,77.20231975057936
173056,152.92056150000002,68.81375047047862,13.964642862141014,70.14216804,-3.2734819350543014,62.85187990835359
174080,160.0129001,71.64681758971405,15.10111949302349,73.26496295899999,-3.7208291544277445,67.2812866747853
175104,166.6121909,75.2441537499669,15.068266489595805,76.299770548,-3.0211855427694054,67.2077774519463
176128,120.6542701,54.238284436882886,11.184173274226204,55.2318123614,-3.008661315764004,51.46574002663739
177152,147.8803677,66.81519794798103,13.145553434249559,67.91961610000001,-3.1210524121590284,61.84954966032369
178176,125.7720803,56.596001964523836,11.3820226263861,57.79405550399999,-2.612749036511587,52.38208917139879
179200,88.9695173,40.03683588369202,8.530124376078458,40.402557009599995,-1.9785152851356613,38.557481286645135
180224,123.62866330000001,55.80282920403796,11.451885996244645,56.373948179,-1.950172348121935,50.49027646212542
181248,100.4779009,44.58595455242154,10.670076323059087,45.221869876999996,-2.4326739107642283,43.958371692437005
182272,161.8355082,72.4417356690199,15.602834736147562,73.79093788,-2.899092252998705,65.94695185329554
183296,150.09510329999998,67.35894414486117,14.23270777693636,68.503451265,-2.8147316338245396,60.989239560710644
184320,147.1483274,65.78085448557783,14.428896177877764,66.938576584,-2.9224393917917544,60.55678503592003
185344,148.91303520000002,66.7091392253573,13.941560646472828,68.2623352002,-3.7004768448141903,61.61117796979187
186368,85.8857946,38.59112892970543,8.016477257639249,39.27818841,-1.61393449974786,34.227062091931174
187392,138.0492612,61.868935089883266,13.175832102605654,63.004494052999995,-2.9534102425622044,57.77364784852771
188416,161.65871980000003,72.45469757198708,15.310088851326679,73.893933354,-3.0030893591994685,65.40563366512754
189440,186.55000639999997,83.15415004495654,17.897449482743426,85.49840662,-5.264348664934191,75.55356519777885
190464,146.8967843,65.18958846019065,14.707459384050221,66.999736512,-3.753895815231781,61.10101387121468
191488,193.9168852,87.15459086833957,18.066679141658415,88.695615194,-3.8339225655304134,75.52746062088495
192512,152.6763989,68.55167411591768,14.44898276263989,69.67574206799999,-3.5306807247945344,63.194339336053964
193536,171.45715660000002,77.28116850450803,15.68392953104971,78.49205856399999,-3.4960208231187027,68.03245182420038
194560,149.1446037,66.79480581814586,14.461512765691875,67.888285194,-2.774863086987764,62.16851110065919
195584,153.4646201,68.61843544096662,14.850726563964269,69.995458114,-3.363386961277899,64.97361087734315
196608,112.33374820000002,50.232193624056706,10.839994934049662,51.261559544,-2.625415656763265,49.754676154396144
197632,135.5199531,60.840215717793434,12.803643262346146,61.876093975,-2.631363997996181,56.9220318932524
198656,128.7156499,57.32982597133987,12.792494458294794,58.593329569000005,-2.5252920673949673,53.394965139994916
199680,85.477262,38.34518293090953,8.16729230541707,38.964786908,-1.6923300688676997,36.01665086796048
200704,172.6207516,76.79758381335178,17.067819964715035,78.75534785,-4.339247719202768,72.51041135868503
201728,110.821761,49.89852101817964,10.131902836700252,50.791337057,-2.419535511670229,45.540490631039276
202752,172.2229771,77.66946450953075,15.355533737351442,79.19797882,-3.593072449942661,70.90574738234122
203776,144.17178989999996,63.96824402133759,14.428004967520172,65.7755410258,-4.385128544556509,63.68530762498191
204800,153.0455136,68.72092788684202,14.181621167441687,70.142964249,-3.6898538936486522,65.49477933397586
205824,168.0034846,74.75983919039821,16.448905500763267,76.794739998,-4.54506778059739,71.93922505789757
206848,184.6443476,82.24541429726551,18.111102223414157,84.28783127599999,-4.771531564993977,75.69077988802594
207872,165.0089728,74.04061997267564,15.699071789482346,75.269281089,-2.923373889105397,66.98005337128149
208896,132.2629642,58.85223402615675,13.116694478625323,60.2940358,-3.4627656611301774,55.28767845282592
209920,152.6340615,67.44798405442,16.16018937709214,69.02588792,-3.5036803019466793,64.16975821529229
210944,164.08681699999997,73.92452520366591,15.665972392616315,74.4963194187,-1.7815262930836373,64.11589208173828
211968,141.91405519999998,63.23567436979827,13.88303355315305,64.795347257,-3.6398793229443838,58.414760704877935
212992,107.50057260000001,47.894894810043255,11.0915196114893,48.514158174,-1.4311467140069174,44.26965122416607
214016,160.9098999,72.43963045107975,14.390828100725068,74.07944129,-3.608733409338593,64.0438229426396
215040,156.885248,70.42284390380924,14.4596976996516,72.002706397,-3.6684474158271434,65.27359074733916
216064,90.5645345,40.654088623873214,8.732551955688278,41.177893843999996,-1.9688022706594523,39.30117066569948
217088,192.6179276,87.64559757782044,16.074926182372142,88.897403715,-2.820896492992465,75.36878923589121
218112,150.5683652,68.40194422681353,12.929782418867884,69.23663864599999,-2.7829109594902866,60.684895954199625
219136,160.8693987,72.29856242706676,14.874710061342608,73.696126169,-3.3443444642853564,65.159934688893
220160,135.3257509,61.3130254788472,11.789898033119664,62.222827168,-2.452022034875068,55.5514045903392
221184,169.7128624,76.56615551189495,15.150364664872138,77.99634244399999,-3.590649560045405,69.15437494708976
222208,116.7761599,52.51384459358093,10.637261772919922,53.6250535117,-3.1021281594434953,49.66312693174021
223232,137.2871909,62.37869461223336,12.05143129470942,62.85706507100001,-1.642093997250268,55.002288465452146
224256,142.0646729,64.37844619343865,12.391391051776585,65.29483571569999,-2.4924862314584333,57.11278632211916
225280,153.41060869999998,69.51549717980221,13.344968723237718,70.550142798,-2.682978365014384,60.903169154291824
226304,166.1308754,75.24310465571779,14.201553538017853,76.686217203,-4.038958164893408,67.68745977748397
227328,162.2618166,73.0711147759727,14.692597868455724,74.49810403000001,-3.175178935999072,69.61265425062038
228352,135.6401855,60.83775173457834,12.768556371758807,62.03387745170001,-3.0075977945424883,55.829095213614565
229376,147.4376671,66.67446423360443,13.169407256646242,67.59379566,-2.0713783261323098,60.40451077544552
230400,178.44999890000003,80.47590168842052,15.631816925696125,82.342280303,-3.9031752080395763,71.9853828076717
231424,171.7399021,77.67790846682217,14.764029925519775,79.297963685,-3.2443683438236066,67.8785832620108
232448,169.1374562,76.44816786246551,14.428719005955505,78.260569429,-3.786976412752361,69.64342470351649
233472,189.70942670000002,85.69135110846,16.709950443831058,87.308125002,-3.5536937813327354,76.60736759735667
234496,156.4554126,70.75261712392772,13.577959861074836,72.12483569470001,-2.8365725665332002,64.34524474139775
235520,141.0188837,62.52000342743675,13.997594940794016,64.50128515899999,-3.8929176686270437,59.224847645585825
236544,138.7144344,61.87902179849883,13.850795609329651,62.984617230699996,-2.4549898510885115,58.930317622760924
237568,173.62575950000002,77.70115159934423,16.372758669061252,79.55184933999999,-3.797989526919791,69.9557287124712
238592,155.25079639999998,69.14222986609458,15.20919862128413,70.89936801,-4.570999844737112,65.65404642514763
239616,187.75774729999998,84.43345239344241,17.33698718964488,85.98730774,-3.447890143605483,74.89178683653847
240640,125.13498000000001,55.47857673328743,13.545351397178417,56.1110517447,-2.1358766459604084,52.63057106096464
241664,162.181509,72.35610056824459,16.12189965010946,73.70350884070001,-3.0814631857370336,65.05920815014862
242688,164.7048932,73.33059291584622,16.4723820925764,74.90191819399999,-3.9200140022802317,66.30273130614509
243712,188.3462609,83.53739774373898,19.212039028823337,85.59682426399999,-4.559870172274576,76.14520639204073
244736,174.404998,77.480956727907,17.820844500806093,79.1031967457,-3.614744631049014,71.84727779684586
245760,111.47794530000002,49.33900820269271,11.740911398120307,50.3980254756,-3.1084834012939213,49.709078688310605
246784,75.75815220000001,33.497417218110435,8.088241078541198,34.172493886,-1.7668683304357,34.17505521514027
247808,104.73239980000001,47.11742286290181,10.01977415652487,47.595202824,-1.4956371140252345,44.723932711374104
248832,176.19772430000003,79.3071899063488,16.362605289665886,80.527929097,-3.76694666665082,69.67675696050199
249856,143.10553740000003,63.90817322239845,13.634265111493884,65.56309908900002,-3.930967442602612,58.99485909658124
250880,154.8771089,69.39120457150497,14.879906361477316,70.605998089,-3.2956026803590577,64.1227001421527
251904,124.1830396,56.05119785867388,11.237022131956937,56.89481969,-2.895794471355783,52.18185797632079
252928,140.6161548,62.32078093567945,14.492313735100689,63.80306022500001,-4.089346729529749,59.485469333845344
253952,124.9450147,56.13942171615935,11.977125083147595,56.828467972,-2.01564691187249,49.26980195095374
254976,160.40036650000002,71.56665907122002,15.360522487740019,73.473185046,-4.182197352520722,63.93855520824521
256000,170.977954,76.68966221005226,16.486929197789667,77.80136265799999,-2.651030940051405,68.02035875860489
257024,152.6912358,67.19366386355328,16.896587438947748,68.600984544,-3.220634268877032,63.127212991173884
258048,130.3253245,57.36208772565732,14.268831527725464,58.694405503000006,-3.501670062239975,55.40806121851983
259072,105.32901899999999,46.566964584766836,11.570013206736354,47.19204134,-1.8161868878095426,44.1023777023545
260096,132.15933019999997,58.75357950456272,13.493848022837383,59.911902588,-2.9146663324925592,54.17205578713695
261120,180.33262280000002,80.17992094213942,18.448193848975656,81.7045078507,-4.026147959489268,75.09818790537686
262144,153.2463343,67.969546325522,15.672387364029273,69.6044006376,-4.524430663049177,65.00270588838318
263168,161.2134292,71.47386056981152,16.65537228109906,73.08419635499999,-3.7696529713133713,67.48980615355828
264192,158.27083069999998,70.47531686316657,16.192338726692107,71.6031749947,-3.324216161544946,66.52961105553348
265216,132.78686150000001,59.53911294945544,12.60172254530605,60.6460260274,-3.482424979015737,55.89418121261506
266240,167.3337806,75.10287707548987,15.531612259359116,76.699291114,-3.8300814883503684,69.67703613548932
267264,158.7616938,71.67078699950828,14.182006268665006,72.9089005303,-3.3454634422193825,64.29098542348619
268288,164.00435420000002,73.39024223104364,15.31534923859645,75.29876284,-4.865076132352279,67.73604523639817
269312,83.01626060000001,36.835322095961516,8.965033864214778,37.215904775999995,-1.5998174871303859,36.48004017077164
270336,151.7239642,68.39003171952474,13.928489300401514,69.40544316999998,-2.908388907744342,60.940958644267866
271360,72.7020222,32.19277634408101,7.526144673156797,32.983101265,-2.6952742194031982,32.12603094377554
272384,138.81805359999998,62.063612833664195,13.472465801576817,63.28197487,-2.833822548788147,57.147487671933085
273408,135.7917151,60.75021800192436,12.779035666291005,62.262461359,-3.6458206327677845,56.57221592548554
274432,127.2533404,56.29762123198824,13.165850679703079,57.78986844,-3.7593122860363644,54.32712623265918
275456,152.51522459999998,67.71232252923795,15.209456576106698,69.593445464,-4.112688927749776,65.12878848942691
276480,152.3703754,68.69679903048868,13.949583034885606,69.723993354,-2.9072591544985427,62.38702658525686
277504,189.9578712,85.58997589079078,17.169085534730034,87.198809814,-3.665171447949406,75.33509135076511
278528,174.0213329,78.5862446520104,15.539687222357589,79.8954012133,-2.943363217002405,70.69021646766704
279552,170.15421700000002,76.40709190703319,15.854169765911568,77.892955238,-3.1579878284799845,71.90877310023951
280576,170.8634323,76.69490694976375,15.96776806835319,78.2007572927,-3.2298110732300302,68.00560568722257
281600,100.2359594,44.73946371713553,9.92334586180208,45.57314976,-1.9210914059903055,43.165544921491154
282624,120.1838395,53.99433759847947,11.678524199144842,54.51097769032001,-1.7617167730661794,47.7921905512997
