#{"t_start": 1621298921.358192, "env_id": "mario_puzzle-v0"}
r,l,t
101.789195,99,78.697069
91.600906,99,148.0544
99.481979,99,236.059053
102.231604,99,578.728454
101.802779,99,878.624828
98.352226,99,1148.830182
97.67403,99,1438.980422
100.860529,99,1760.120235
103.60972,99,2066.506353
107.623284,99,2363.51273
103.304142,99,2657.498038
100.107443,99,2977.264051
111.716668,99,3300.694505
93.985546,99,3589.565676
106.133704,99,3883.754447
102.744809,99,4204.625227
100.899963,99,4504.950529
104.009145,99,4806.450891
109.036311,99,4981.426086
96.475572,99,5130.52204
103.551434,99,5305.09889
96.825739,99,5486.614301
102.844479,99,5659.813226
93.963924,99,5843.266028
106.93735,99,6011.758129
112.753415,99,6191.006339
104.130185,99,6362.769823
108.899372,99,6538.969033
91.751007,99,6701.977951
101.443237,99,6875.382052
105.074065,99,7042.223929
92.657695,99,7199.11291
112.001523,99,7375.330124
111.45027,99,7538.80052
101.111323,99,7718.595939
97.212631,99,7890.069511
89.575031,99,8050.65057
105.884239,99,8208.715636
105.358642,99,8383.220348
106.577727,99,8541.885125
108.388109,99,8714.384809
97.41218,99,8870.625569
102.238305,99,9036.398866
103.013661,99,9195.874951
107.166237,99,9358.960494
91.799717,99,9535.777433
100.628653,99,9693.244532
93.505806,99,9861.459682
105.228068,99,10037.698614
98.047554,99,10205.269587
102.81469,99,10379.653102
102.269128,99,10543.054009
106.297098,99,10709.741887
98.011244,99,10879.721099
100.891093,99,11042.162715
91.402431,99,11224.961593
96.564061,99,11393.205359
109.579893,99,11556.857365
99.210279,99,11721.315241
107.557375,99,11891.776396
104.600573,99,12055.750522
105.73218,99,12227.550941
105.008176,99,12398.53056
99.633158,99,12559.166547
92.518544,99,12730.346661
105.148259,99,12900.684894
119.133315,99,13067.746226
109.071509,99,13222.033367
102.739732,99,13389.242405
94.793926,99,13548.061088
102.972168,99,13711.859903
104.915502,99,13876.347761
109.74298,99,14046.007494
105.835848,99,14215.628023
96.092514,99,14388.80456
107.864766,99,14555.194174
97.129142,99,14733.061761
111.867253,99,14895.055498
103.137356,99,15049.251549
107.187207,99,15221.436342
106.377735,99,15387.585975
109.526671,99,15549.990045
113.945679,99,15711.949845
101.979561,99,15878.504297
104.336721,99,16044.198609
108.548115,99,16213.753456
110.102926,99,16384.63352
102.9043,99,16545.108113
106.042699,99,16707.470783
102.499577,99,16870.159935
95.159456,99,17031.27418
93.942512,99,17200.646482
97.457343,99,17364.880818
111.157998,99,17528.089743
100.277275,99,17696.562391
107.033809,99,17855.105949
107.277439,99,17997.841546
108.192564,99,18146.528149
99.788119,99,18316.883689
103.179952,99,18478.326642
95.586654,99,18626.909199
104.210798,99,18793.908347
106.427816,99,18963.27944
117.24951,99,19127.767231
98.490724,99,19276.373724
95.788261,99,19422.438628
102.997694,99,19583.498853
111.750232,99,19748.320004
103.100225,99,19907.97136
111.953399,99,20077.054273
103.593897,99,20246.457796
113.618169,99,20424.844052
106.862769,99,20589.825358
109.84398,99,20749.394569
106.624738,99,20924.493585
112.153198,99,21087.379785
105.284855,99,21250.41959
94.569074,99,21407.629746
104.036943,99,21571.028447
105.340504,99,21732.748225
104.632967,99,21897.613053
100.206591,99,22060.450291
101.988809,99,22222.891552
114.884302,99,22386.969464
115.214496,99,22552.706007
103.853105,99,22725.858961
106.040511,99,22899.799507
117.981617,99,23025.94275
111.19872,99,23094.914136
103.697494,99,23165.579675
105.005962,99,23234.035799
101.418741,99,23300.946436
106.8924,99,23376.326418
105.661873,99,23448.493382
111.740567,99,23528.605006
109.43679,99,23600.756219
103.277494,99,23669.266892
108.65861,99,23744.774759
114.47432,99,23817.06428
101.112853,99,23889.617545
101.509849,99,23962.015357
107.590446,99,24031.398658
100.901377,99,24103.446578
112.781186,99,24178.031666
96.713228,99,24250.104741
106.338198,99,24324.148306
109.643662,99,24395.638044
102.836787,99,24466.951482
102.448668,99,24536.800906
112.944605,99,24615.196275
105.567492,99,24689.172725
104.397197,99,24762.328057
102.699484,99,24836.628684
107.178075,99,24907.872169
106.986064,99,24980.322554
112.180296,99,25057.34573
106.509509,99,25136.889175
103.699787,99,25212.330862
110.391933,99,25288.237832
102.634654,99,25361.461369
105.131807,99,25433.659607
104.3009,99,25505.958778
104.570087,99,25586.548981
109.040098,99,25659.994274
102.623413,99,25733.038832
102.179232,99,25803.618988
109.962538,99,25883.328262
