timesteps,reward,rewF_sum,rewH_sum,rewP_sum,F_sum,H_sum
163840,40.1601977,18.21513008,4.048895114,17.89617247,-0.628697066,20.79187038
165888,56.3664546,25.04365774,6.226860318,25.09593655,-1.618487204,28.74462064
167936,62.3066324,28.02534746,6.691790233,27.58949471,-0.624826173,28.91202767
169984,70.7320194,31.14010283,8.177918777,31.41399779,-1.895776193,36.45865395
172032,36.3028093,15.57351935,4.692893599,16.03639645,-1.284450896,19.95412625
174080,79.9541249,35.49434391,7.995469698,36.46431122,-2.978995709,37.88765528
176128,63.3302918,28.18709781,6.871374695,28.27181924,-1.866936396,33.67308365
178176,49.8015822,21.81564957,5.782831492,22.20310099,-1.920223563,26.32046152
180224,34.3519893,15.45291057,4.015052841,14.88402585,-0.341263326,18.17794299
182272,45.5762727,20.04237249,5.433745868,20.10015434,-1.856699294,24.10204015
184320,66.0966015,29.68410389,6.720878052,29.69161944,-1.631580412,32.51875192
186368,42.749785,18.85556003,5.025550955,18.86867395,-1.077962625,21.99276197
188416,110.1202891,49.11738711,10.60477995,50.39812205,-4.445389929,53.57539347
190464,78.7865242,34.92496764,8.202900077,35.65865664,-2.634743671,40.22449482
192512,55.3790286,24.31479582,6.591616459,24.4726162,-1.667539043,29.76587883
194560,36.0202251,15.6950973,4.546036942,15.77909097,-1.452038472,20.73057624
196608,66.8751778,29.64778655,7.117461107,30.10993006,-2.415995038,34.62591054
198656,76.624292,34.26398281,7.777196059,34.5831132,-2.392699611,37.14144149
200704,77.7915669,34.5591982,8.177301375,35.05506724,-2.632448708,37.95204198
202752,64.1048236,28.8661237,6.14126448,29.09743561,-2.058606251,30.90099294
204800,54.4666063,24.43053922,5.596620947,24.43944607,-1.667060944,27.31533345
206848,73.9050261,32.72758452,8.160766399,33.01667524,-2.822963586,37.99995649
208896,78.9642656,35.2930126,8.075530334,35.59572272,-2.128649493,37.90839458
210944,75.6452836,33.69900501,7.740162639,34.20611601,-2.383869048,38.00633667
212992,51.5375314,23.09105557,5.571691097,22.87478477,-1.134709559,25.21042811
215040,77.240288,34.72162309,7.525268089,34.99339687,-1.403380615,36.525502
217088,53.6148137,23.75641951,6.001835356,23.85655878,-1.501403725,27.82801845
219136,48.1922398,21.62732742,5.06591199,21.49900044,-1.794695763,23.74872245
221184,85.94849,38.6430738,8.296348681,39.00906751,-2.564714525,41.30558702
223232,89.0787613,40.01249367,8.657282188,40.40898549,-2.99089511,41.43471793
225280,90.6185111,40.78878489,8.833215195,40.99651094,-2.558187222,41.52967515
227328,71.2423205,32.08906523,6.751197597,32.40205773,-1.959461353,32.76205997
229376,82.8611904,37.33880922,8.022938272,37.49944311,-2.452870269,37.54802989
231424,78.9064312,35.46739628,7.781643366,35.65739157,-2.13471848,38.35128518
233472,77.0214267,33.89556224,8.356577099,34.76928722,-2.744167858,37.76316143
235520,38.8985294,17.21548891,4.668627341,17.01441318,-0.883314199,20.82139701
237568,61.2578515,27.67696918,6.100894066,27.47998827,-1.67657831,27.81599661
239616,78.8755212,35.09778238,8.179205227,35.5985337,-2.461289536,38.76821831
241664,65.8114333,29.49275439,6.620712522,29.69796633,-1.614662426,31.99289929
243712,101.5381256,45.4724145,9.574165951,46.49154515,-4.066247897,46.26346901
245760,58.2264032,25.81428603,6.506753749,25.90536333,-1.54905058,31.34763675
247808,66.1566524,29.86421891,6.384040664,29.90839285,-2.054058713,31.37664163
249856,117.6533592,53.63865511,9.490494095,54.52421,-3.116348081,51.45401159
251904,99.2474133,44.69745775,9.749183909,44.80077164,-1.836740711,45.44261496
253952,55.4409678,25.17378402,5.479121219,24.78806259,-0.847953697,24.31999873
256000,82.360666,37.04678967,8.026449618,37.28742668,-2.092637218,37.95602497
258048,84.568628,38.0178024,8.095717789,38.45510794,-2.179948609,39.10394063
260096,55.5913214,24.9305949,5.762450106,24.89827641,-1.398054989,26.85043615
262144,103.1077507,46.34476599,9.65489842,47.1080864,-2.568246357,44.978983
264192,123.4950709,55.07592995,12.6419195,55.77722152,-3.136508229,54.98711377
266240,63.8636063,28.15999007,6.992846599,28.71076963,-2.343348321,31.61791622
268288,99.4112515,44.60679493,9.606882499,45.19757399,-2.403147373,43.48605523
270336,84.92696,37.52572865,9.105487236,38.29574406,-3.134214764,39.7012205
272384,89.122273,39.95238367,8.725699577,40.44418986,-2.538840609,41.98333653
274432,97.9578783,44.46604806,8.495470151,44.99636012,-2.188891417,42.76123494
276480,74.5934018,33.42347572,7.496106097,33.67382014,-2.016268753,35.45687017
278528,85.0451805,37.81289033,8.536486651,38.69580357,-3.286305487,40.06001774
280576,59.9134982,26.95992471,6.232966477,26.72060711,-0.893664265,26.93669412
282624,89.6994682,40.02641574,9.300370395,40.37268189,-1.792150893,42.01006932
284672,99.9439013,45.15390432,8.790456005,45.99954095,-3.301999034,43.98973403
286720,98.570416,44.31314318,9.562662226,44.69461056,-2.710977284,46.54574578
288768,105.1395395,46.76606506,10.67756276,47.6959116,-3.853873059,49.7336387
290816,106.8632778,48.14377771,10.12299893,48.59650124,-2.518551999,47.89446308
292864,104.2597886,46.67239003,9.991983018,47.59541542,-2.492379308,46.06305005
294912,66.4783093,29.84263683,6.96894626,29.6667263,-1.347019211,31.08484194
296960,54.9612889,24.2469613,6.551633468,24.162694,-1.240744199,27.21917994
299008,110.256131,49.01218811,11.29595397,49.94798887,-3.724045589,53.11664584
301056,80.7704926,35.63715543,8.953890191,36.17944706,-2.172112347,38.03801956
303104,118.5077435,53.40429811,10.61219884,54.49124664,-2.832307812,50.89103918
305152,148.689747,66.93772478,13.45364727,68.29837499,-3.393986081,67.6949957
307200,135.8492339,61.11034637,12.44147116,62.29741628,-3.307565644,61.52484494
309248,109.107558,48.7392467,10.74336857,49.62494264,-2.989674418,50.63337218
311296,84.2165393,37.25179974,8.87213338,38.09260621,-2.390656764,37.84116875
313344,80.4339088,35.59855742,8.831506278,36.00384519,-2.137699797,38.97479992
315392,120.1348029,53.80440573,11.38431761,54.94607963,-3.38209887,55.65738412
317440,95.6692281,42.78639725,9.650704093,43.23212681,-2.469221493,44.485055
319488,74.2741746,33.2559593,7.437557216,33.58065806,-1.84818966,35.92268478
321536,106.7956608,47.56283598,11.0321847,48.20064021,-2.811186864,47.35703098
323584,149.8124473,66.95265583,14.1221319,68.73765956,-4.171865428,65.64470415
325632,87.582758,38.83405016,9.179696188,39.56901172,-2.645856004,42.87882645
327680,72.9582235,32.11280417,8.241998913,32.6034204,-3.018177989,35.51916969
329728,94.3929624,41.97410512,9.929928214,42.48892912,-2.548964159,43.32139016
331776,122.7667598,54.96246837,11.8061156,55.99817586,-3.334249717,54.65073882
333824,141.9809548,63.56552766,13.4171235,64.99830357,-3.665042711,65.6180102
335872,114.7073555,51.36425839,11.14202083,52.20107634,-3.206804504,52.48888741
337920,129.8628889,58.95019927,11.2609847,59.65170495,-2.754991524,57.78745787
339968,114.07665,50.93111858,11.42230137,51.72323024,-3.02798539,52.17698917
342016,131.5987741,59.38202538,11.5200519,60.69669687,-3.367627816,57.5526714
344064,109.1519656,49.2081234,10.17021098,49.77363107,-2.669482481,49.86110856
346112,116.1732148,51.99251139,11.4404419,52.74026158,-2.574055289,52.93715713
348160,46.3351785,20.42783234,5.707346054,20.2,-1.527775012,25.10586825
350208,152.5734444,68.69773962,13.47867645,70.39702822,-4.449038534,66.54655529
352256,122.672755,54.23305627,12.94298609,55.49671244,-4.181711686,55.59228342
354304,148.9319201,67.02345776,14.01222944,67.89623301,-2.925675531,65.23889523
356352,96.5203428,42.9605711,10.05999655,43.49977521,-2.827820463,47.08736329
358400,83.4124325,37.45029878,7.765756703,38.19637693,-2.293443236,38.3738099
360448,54.0128237,24.09889462,5.918663132,23.99526579,-1.520146508,27.5579254
362496,143.393929,63.51800973,14.97671987,64.89919946,-4.307125626,64.12704272
364544,118.5243788,52.75988499,12.6590473,53.10544643,-2.351019279,54.61403245
366592,91.731816,40.40001082,9.835273474,41.4965317,-3.416300717,44.33018165
368640,104.5865733,46.79103045,10.1509962,47.64454687,-2.65395032,47.72096661
370688,88.6205803,39.98291587,8.440496569,40.19716784,-2.237599563,38.37397859
372736,70.7131109,32.31742297,6.28649858,32.10918944,-1.529622551,33.33403863
374784,101.4979855,45.45560422,10.04497756,45.99740372,-2.583223239,47.13228284
376832,150.4160708,67.78914379,13.43342782,69.19349929,-4.295776472,65.52920447
378880,112.5642373,50.13944187,11.23594872,51.18884675,-3.518457956,52.07373117
380928,115.1668303,51.73758635,11.32924399,52.1,-2.792621842,51.54534428
382976,85.7610052,38.38513246,8.578327683,38.797545,-2.515318299,38.46636914
385024,93.1411843,41.13160716,10.13962388,41.86995313,-2.41517255,41.14069464
387072,117.0937288,52.13717337,11.77798304,53.1785723,-2.580257185,51.53374866
389120,68.2665056,30.05437055,7.934468523,30.27766661,-2.274766858,32.5593599
391168,125.3475578,55.35882031,13.51631943,56.47241819,-3.575919633,55.63818786
393216,107.1322916,46.79515188,12.53777165,47.79936801,-3.197115262,51.84450249
395264,93.8298571,42.11480853,9.467039796,42.24800868,-1.421992656,42.94448343
397312,103.6542149,46.14739639,10.71704232,46.78977623,-2.380404973,46.67564444
399360,157.1881128,69.96557237,15.42498908,71.79755119,-4.756237991,70.53898504
401408,102.038472,45.36387174,10.17916092,46.49543944,-2.927722372,47.86744588
403456,120.4577599,54.26343284,11.12105518,55.07327192,-2.977556755,53.61772191
405504,133.3006516,59.74774055,12.45636286,61.09654822,-3.947048601,60.91183029
407552,116.5618842,51.85009341,12.1125304,52.59926036,-3.134753445,52.23799947
409600,88.2041842,39.55080036,8.490084123,40.16329967,-2.471021905,40.42741179
411648,147.5543054,66.5925632,12.71075344,68.25098874,-4.668140402,65.15819102
413696,103.9677181,46.85509325,9.513038,47.59958692,-2.985534505,46.87804634
415744,143.5917406,64.03347702,14.79136058,64.76690306,-3.361946398,63.03991082
417792,93.1071102,41.32161474,10.01293457,41.77256088,-2.36335444,42.91939175
419840,136.6391705,61.34089475,13.00116108,62.29711469,-2.778062703,59.55015946
421888,92.7007643,41.67243564,8.847325797,42.18100281,-1.964189593,41.99008892
423936,99.3028948,44.76585099,9.711173387,44.82587051,-1.684498601,44.66290896
425984,144.5597847,64.70391785,13.65865573,66.19721097,-4.506850385,65.75947827
428032,126.804238,57.07124419,12.04404521,57.68894847,-2.225051538,53.04752987
430080,101.8421921,46.04765371,9.440888591,46.35364988,-1.83678737,44.60220004
432128,136.0818518,61.65260624,11.45596747,62.97327796,-4.131323435,58.65330688
434176,152.8137218,68.54116668,14.0725551,70.2,-4.881204017,70.23190653
436224,154.3569851,68.86522334,15.09342366,70.39833818,-4.365305824,69.75240909
438272,108.9061464,48.82563073,10.22248659,49.85802919,-3.098303689,50.39420245
440320,108.3484973,48.58567105,10.34668633,49.41614009,-3.084561834,49.18682363
442368,119.0576269,53.5377624,11.42859752,54.09126715,-2.635457943,53.69493258
444416,85.539457,38.14612889,9.194591979,38.19873602,-1.782443988,40.32580387
446464,122.8936664,55.32184196,11.40909758,56.16272684,-2.62872917,54.40206848
448512,94.2479394,42.17830675,9.075263565,42.9943691,-3.368741212,43.64729223
450560,142.7215743,65.01195383,11.81017721,65.89944311,-2.9258708,62.18190716
452608,121.2937821,54.69676293,11.29777351,55.29924559,-2.943269147,54.40503576
454656,91.2936532,41.12222936,8.507307631,41.66411627,-2.520441562,41.3743858
456704,161.9824875,73.10612248,13.87636491,75,-4.872375253,71.55109842
458752,142.5334821,64.63874588,12.09631343,65.79842275,-3.195275005,60.77734084
460800,92.6523283,41.77038849,8.884232534,41.99770717,-2.17956268,41.00683034
462848,129.5105573,58.84666423,11.16389309,59.5,-2.876193877,55.00278292
464896,138.3037026,62.05740752,13.2844598,62.96183518,-2.965707418,60.88696708
466944,143.9676322,65.33716884,12.23046355,66.4,-3.763352962,63.24324783
468992,114.5069174,52.34226121,9.561659651,52.60299652,-1.941156501,49.40829885
471040,126.875535,56.63404748,11.63874705,58.60274034,-4.879583084,58.59384835
473088,99.2984582,44.4647085,9.938533312,44.89521626,-1.86319644,44.6885265
475136,115.2623255,51.85344885,10.70579078,52.70308587,-3.224863832,50.49353283
477184,111.0409432,50.53850377,9.603071464,50.89936801,-2.440293102,47.02274433
479232,134.9466559,60.76775053,12.68392535,61.49498005,-3.128257589,58.29324536
481280,134.110936,60.50951723,12.40442471,61.19699391,-3.360879821,56.92721036
483328,159.5110247,72.29889726,14.01435977,73.19776786,-2.768142926,67.04243355
485376,133.1038343,59.44614904,13.65831725,59.99936801,-2.787234684,57.38603857
487424,128.2593216,57.45104509,11.911791,58.89648546,-3.945138863,55.75140904
489472,145.4011569,65.05261658,13.94909709,66.39944311,-3.754419488,62.58183951
491520,150.5511331,66.86737946,15.0896419,68.59411169,-3.917165523,64.02350554
493568,160.4896014,71.9334663,15.25676714,73.29936801,-3.295581166,66.35965324
495616,113.0713063,50.63575836,11.23882907,51.19671875,-2.308358288,50.91642998
497664,117.7875291,52.7433947,11.35283965,53.69129472,-2.432915524,52.47565886
499712,138.2943498,62.23766959,12.72899824,63.32768209,-3.465604193,58.3863284
501760,89.0772955,40.24195902,8.235772348,40.59956417,-2.536000276,40.19260056
503808,142.2280892,64.3522355,12.17909109,65.69676263,-3.652040632,60.26060806
505856,118.151478,52.93170626,11.72177853,53.49799333,-2.517204286,51.81982589
507904,132.7598901,59.60682849,12.653167,60.49989461,-2.949490895,55.40399736
509952,127.6677056,57.10282196,12.31865508,58.24622854,-3.300883178,53.9036179
512000,136.1112124,61.12751755,13.09019562,61.89349929,-2.878872492,57.77903031
514048,123.4149021,55.76733814,11.45500402,56.19256001,-2.118903219,52.42388041
516096,189.7280495,84.7619946,18.16970769,86.79634729,-4.330485012,80.41246643
518144,163.2069756,73.36973232,15.34000068,74.49724274,-3.646377703,66.94206489
520192,90.3054721,40.08997729,9.617209686,40.5982851,-2.311072315,41.86953007
522240,177.2836364,79.24401292,16.64664034,81.39298319,-4.795579174,77.0432067
524288,162.5240057,73.3916367,14.33534383,74.797025,-3.579053635,66.68634604
526336,163.3266909,73.8539884,14.56777683,74.90492573,-3.286296613,68.48985868
528384,166.6254144,74.96473998,15.4606743,76.2,-3.645596236,68.81483188
530432,125.0714597,56.18270161,11.89613266,56.99262546,-2.661122128,54.79718414
532480,123.0111648,55.893873,10.21925612,56.89803571,-3.257052622,51.85072468
534528,117.5499056,52.79207132,10.95993394,53.79790039,-3.097810254,51.83425357
536576,119.7942941,54.13359556,10.64783989,55.01285873,-2.686215356,50.5545491
538624,138.2711376,62.36711589,12.50402171,63.4,-3.428761349,58.69646504
540672,161.2690684,73.13888463,13.83018381,74.3,-3.636923421,67.71773496
542720,128.9333531,58.24359653,11.74493447,58.94482209,-1.907592619,52.11294506
544768,139.3705936,62.76759895,13.0029947,63.6,-2.822885684,56.17802332
546816,132.9932727,59.62187247,12.47268675,60.89871347,-3.388871145,58.19729078
548864,170.3442223,77.14180985,14.70296921,78.49944311,-3.862591065,68.19043022
550912,151.7925626,68.44243703,14.17770749,69.17241819,-2.556647195,62.97270567
552960,179.579152,81.13491052,15.94424163,82.5,-3.56882353,71.53730484
555008,122.7983383,55.08163352,11.71897469,55.99773012,-2.541154269,51.59921453
557056,157.6899013,70.41766637,15.28046158,71.99177338,-4.057809937,66.29180652
559104,155.1470963,69.37184608,15.27923087,70.49601925,-2.695748109,64.63043743
561152,147.6993853,67.11490031,12.58583147,67.99865358,-2.563323594,59.70350272
563200,139.5226875,62.6694896,13.16630717,63.68689074,-3.250090483,59.37217893
565248,183.4577399,81.38283985,18.5764217,83.49847832,-4.531296402,76.39123927
567296,151.6088593,68.17765097,13.83176518,69.59944311,-3.615470892,62.02388456
569344,159.1462631,72.46549931,13.98076376,72.7,-1.732610789,61.26705929
571392,170.2187735,76.65786105,15.06388427,78.49702827,-4.434615874,68.9412312
573440,139.3378241,62.65641443,12.58493853,64.09647115,-3.459094767,60.21045901
575488,130.0644589,58.8600747,11.90171521,59.302669,-1.940616298,53.56414196
577536,143.9198718,64.90443131,12.52369839,66.49174216,-3.616571168,59.3343328
579584,148.4172142,66.9529049,13.36552904,68.09878036,-3.462906697,60.37244583
581632,121.9920047,54.66588406,11.5225914,55.80352928,-3.367297546,53.78700916
583680,162.9614251,73.7955619,14.56586319,74.6,-2.678300909,65.01506743
585728,153.2099453,69.71623174,12.99740372,70.4963098,-2.736772563,61.32063216
587776,165.2953213,74.91753084,13.67871412,76.69907636,-3.7010335,67.18732632
589824,144.9543601,64.50446375,14.5538886,65.89600767,-3.035453377,63.9276392
591872,133.6013065,59.74161542,12.77014974,61.08954124,-3.515160769,55.92304004
593920,128.6180541,57.2373382,12.78253801,58.59817782,-3.351988233,56.37208005
595968,132.8259941,59.65827952,12.74686433,60.42085032,-2.992326653,56.56632111
598016,134.6549793,61.03275356,12.35014674,61.27207893,-2.152014907,55.55286384
600064,145.7039596,65.64847585,13.17145875,66.88402495,-3.589707138,62.51785198
602112,85.8648242,38.65680792,8.309145793,38.89887044,-1.845027804,36.84002608
604160,156.1060041,71.56006799,12.14605532,72.39988073,-2.247017762,62.83127949
606208,142.6735756,64.57821773,12.69970998,65.39564804,-2.597117428,59.17169177
608256,179.0471837,80.64490925,15.90096987,82.50130468,-3.511447827,73.75376235
610304,147.8925022,66.84016851,12.95296574,68.09936801,-3.335591432,64.20690213
612352,176.5138834,79.5195803,16.10174304,80.89256,-3.073280932,72.76744
614400,123.4724166,54.70988336,12.63272156,56.12981167,-2.923133596,50.05320381
616448,157.8061311,71.27738963,14.42957462,72.09916676,-2.025016789,62.4208377
618496,133.0146617,60.27745509,11.63720662,61.1,-2.83826288,56.38348168
620544,104.1598166,46.67564734,10.313426,47.17074326,-1.788042373,44.21551001
622592,158.6692015,71.63101796,14.53818352,72.5,-2.817126125,64.66348583
624640,172.2868019,77.64218859,15.54524523,79.09936801,-3.647396482,69.70015102
626688,188.1384786,84.71651805,17.02364069,86.39831979,-3.736473872,75.05004175
628736,154.2826284,69.62109856,13.86152996,70.8,-2.891726341,60.41361894
630784,180.7764516,81.23081871,16.64563294,82.9,-4.094146799,73.85561671
632832,144.5188509,65.50930297,12.71347635,66.29607143,-2.404875746,55.59110658
634880,180.6895396,81.27602531,16.31435199,83.0991622,-3.673678817,71.48665923
636928,135.815676,61.36588834,12.84978769,61.6,-1.435246474,51.89922492
638976,181.1840245,80.68843865,17.79558591,82.7,-4.380512289,73.96990266
641024,166.5642714,75.64923165,14.41503957,76.5,-2.11279771,63.58693099
643072,114.6934594,52.23106552,9.757703669,52.70469019,-1.722648563,46.23437122
645120,189.0387062,85.42229512,16.81641106,86.8,-3.139014069,72.87400136
647168,108.7872912,49.18877185,10.29856888,49.29995041,-1.463028436,42.01952929
649216,191.9659126,86.30139555,17.96451716,87.7,-2.761746162,72.08807471
651264,163.0009707,73.37858129,14.53614226,75.08624706,-3.280112543,64.08864362
653312,104.0225942,47.01744305,9.80515095,47.2,-1.779012527,41.4300386
655360,117.0019359,52.3108406,11.88618447,52.80491071,-1.876411656,45.58200949
657408,144.9944007,64.98985001,14.70678276,65.29776786,-1.391684804,57.19008031
659456,141.6821246,63.30283551,14.18035181,64.19893731,-2.736181546,57.11864995
661504,183.3610678,81.92634395,17.83620038,83.59852336,-3.314558753,71.00684731
663552,184.9476227,82.98882316,17.55879955,84.4,-3.306776203,73.02194529
665600,164.7760915,73.25489809,16.72119336,74.8,-3.050606492,65.3125488
667648,191.2462045,85.21707916,18.92912531,87.1,-3.525257908,74.23018658
669696,167.0243103,74.66306249,16.06502713,76.29622072,-3.361092292,65.57950578
671744,215.0580889,97.08955749,19.06853156,98.9,-3.415124425,82.26929322
673792,159.347386,70.42337355,16.92527642,71.99873602,-3.514836123,67.0692521
675840,193.3601853,87.27958213,17.38134267,88.69926036,-2.915275827,70.95359618
677888,167.8113862,75.68817757,15.32320879,76.8,-2.536183701,63.31212263
679936,140.5600948,62.71264702,14.25238801,63.59505964,-1.956624183,56.85248732
681984,171.0164294,76.7097752,15.50888645,78.79776786,-4.141285876,69.63810069
684032,177.3542397,80.32132007,15.42059824,81.61232142,-3.152302037,69.41955632
686080,207.2665732,93.86574734,17.90176643,95.49905943,-2.957563279,78.95961762
688128,141.570409,62.1988974,15.47214378,63.89936801,-3.514288542,58.6810882
690176,190.1772701,85.63407553,17.9431945,86.6,-2.244390679,73.73663002
692224,155.3763141,69.45294972,14.76023889,71.16312566,-3.23828831,64.67720421
694272,196.7609362,88.48680684,17.77849114,90.49563825,-3.731372695,79.62675899
696320,173.9534545,77.88588165,16.56757296,79.5,-3.561719823,70.57818048
698368,160.4923546,71.93202507,15.16756969,73.39275965,-3.166055518,66.57700644
700416,154.0943773,68.98426073,14.81755655,70.29256001,-3.608853808,64.77675927
702464,176.5718011,79.40847306,16.66332795,80.5,-2.686451212,70.07215708
704512,165.6378391,74.40270752,15.83513161,75.4,-2.706413479,69.88000176
706560,157.334126,70.76077036,14.80492194,71.76843382,-2.585577213,62.68550278
708608,117.6035549,51.93418876,12.87133048,52.79803571,-2.733276457,52.87867353
710656,174.7198568,79.20076681,14.82100894,80.69808113,-3.524835963,70.99064841
712704,158.6387957,71.37266328,14.5712624,72.69486991,-2.419244285,62.83855751
714752,179.9462164,80.20693347,17.74173194,81.99755118,-3.331419677,71.3641204
716800,171.6819211,77.23060075,15.65132034,78.8,-3.738949499,72.39757012
