timesteps,reward,rewD_sum,rewN_sum,rewP_sum,MD_sum,N_sum
2048,11.720635699999999,12.380379719845328,0.0,18.873083897,0.0,0.0
4096,7.471122200000001,8.058704073205117,0.0,12.415036255,0.0,0.0
6144,10.0760845,10.77670065506383,0.0,15.789516135999998,0.0,0.0
8192,5.0037851,5.823187061474293,0.0,8.063342457000001,0.0,0.0
10240,7.9976430999999994,8.693697689834135,0.0,13.017242026099998,0.0,0.0
12288,5.2960962,6.007091538516496,0.0,9.357117846000001,0.0,0.0
timesteps,reward,rewD_sum,rewN_sum,rewP_sum,MD_sum,N_sum
2048,7.783334600000001,8.47871964201876,0.0,12.673109434999999,0.0,0.0
timesteps,reward,rewD_sum,rewN_sum,rewP_sum,MD_sum,N_sum
2048,7.798876,8.375187383941345,0.0,12.924030626,0.0,0.0
4096,6.9310061,7.651593774221371,0.0,12.591957281,0.0,0.0
6144,12.397044000000001,12.964772336869604,0.0,18.970283023,0.0,0.0
8192,7.890125099999999,8.688834985352731,0.0,11.674592261999999,0.0,0.0
10240,6.0825332,6.828147916230421,0.0,9.564783968,0.0,0.0
timesteps,reward,rewD_sum,rewN_sum,rewP_sum,MD_sum,N_sum
2048,9.5623366,10.158826524799554,0.0,15.663685247699998,0.0,0.0
4096,3.3328964999999995,3.9116408434527195,0.0,6.427757858999999,0.0,0.0
6144,7.9601432,8.55273997608737,0.0,13.058270824000001,0.0,0.0
8192,4.7052756,5.490744115699753,0.0,7.910675076999999,0.0,0.0
10240,1.8052595999999999,2.446374900665705,0.0,3.4421631419999996,0.0,0.0
12288,7.9645961,8.788073303269215,0.0,11.486420147999999,0.0,0.0
14336,6.7631475,7.517793015286806,0.0,11.154515218,0.0,0.0
16384,7.898778500000001,8.681304635428841,0.0,12.631905165600001,0.0,0.0
18432,6.9967071,7.569648334529359,0.0,11.069836024,0.0,0.0
20480,8.882055300000001,9.58068770442541,0.0,13.702692052999998,0.0,0.0
22528,3.6071529,4.279098295140562,0.0,6.897485041,0.0,0.0
24576,10.3263034,10.971935402259227,0.0,15.142469153399997,0.0,0.0
26624,6.1204871,6.854308475357492,0.0,9.922360006599998,0.0,0.0
28672,12.2427667,12.830108592534975,0.0,18.033464681,0.0,0.0
30720,13.720389200000003,14.333613938437225,0.0,20.997705981800003,0.0,0.0
32768,12.746450600000001,13.321664528825348,0.0,20.553630313999996,0.0,0.0
